,#,Country (or dependency),Region,Population (2020),Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share
14,14.5,Egypt,Port Said,"538,378",,,,,,,,,
14,14.5,Egypt,Hurghada,"95,622",,,,,,,,,
14,14.5,Egypt,Tahta,"90,591",,,,,,,,,
14,14.5,Egypt,Suez,"488,125",,,,,,,,,
14,14.5,Egypt,Jirja,"128,250",,,,,,,,,
14,14.5,Egypt,Tanda,"404,901",,,,,,,,,
14,14.5,Egypt,Kafr az Zayyat,"73,725",,,,,,,,,
14,14.5,Egypt,Al Manshah,"61,134",,,,,,,,,
14,14.5,Egypt,Bilbays,"129,211",,,,,,,,,
14,14.5,Egypt,Banha,"167,029",,,,,,,,,
14,14.5,Egypt,Aswan,"241,261",,,,,,,,,
14,14.5,Egypt,Al Qurayn,"61,730",,,,,,,,,
14,14.5,Egypt,Akhmim,"99,446",,,,,,,,,
14,14.5,Egypt,Isna,"69,335",,,,,,,,,
14,14.5,Egypt,Toukh,"67,599",,,,,,,,,
14,14.5,Egypt,Damietta,"76,839",,,,,,,,,
14,14.5,Egypt,Bilqas,"103,596",,,,,,,,,
14,14.5,Egypt,Idfu,"133,000",,,,,,,,,
14,14.5,Egypt,Al Qusiyah,"68,394",,,,,,,,,
14,14.5,Egypt,Shibin al Kawm,"186,345",,,,,,,,,
14,14.5,Egypt,Awsim,"63,862",,,,,,,,,
14,14.5,Egypt,Al Hawamidiyah,"106,841",,,,,,,,,
14,14.5,Egypt,Kafr ash Shaykh,"143,970",,,,,,,,,
14,14.5,Egypt,Kafr ad Dawwar,"267,370",,,,,,,,,
14,14.5,Egypt,Disuq,"102,037",,,,,,,,,
14,14.5,Egypt,Talkha,"157,737",,,,,,,,,
14,14.5,Egypt,Qina,"235,362",,,,,,,,,
14,14.5,Egypt,Giza,"2,443,203",,,,,,,,,
14,14.5,Egypt,Fuwwah,"63,310",,,,,,,,,
14,14.5,Egypt,Cairo,"7,734,614",,,,,,,,,
14,14.5,Egypt,Mallawi,"142,504",,,,,,,,,
14,14.5,Egypt,New Cairo,"200,000",,,,,,,,,
14,14.5,Egypt,Al Mansurah,"420,195",,,,,,,,,
14,14.5,Egypt,Sohag,"209,419",,,,,,,,,
14,14.5,Egypt,Mersa Matruh,"62,042",,,,,,,,,
14,14.5,Egypt,Idku,"210,678",,,,,,,,,
14,14.5,Egypt,Halwan,"230,000",,,,,,,,,
14,14.5,Egypt,Munuf,"83,651",,,,,,,,,
14,14.5,Egypt,Alexandria,"3,811,516",,,,,,,,,
14,14.5,Egypt,Al Fayyum,"306,393",,,,,,,,,
14,14.5,Egypt,Al Khankah,"62,434",,,,,,,,,
14,14.5,Egypt,Bani Suwayf,"189,624",,,,,,,,,
14,14.5,Egypt,Hawsh `Isa,"85,352",,,,,,,,,
14,14.5,Egypt,Ismailia,"284,813",,,,,,,,,
14,14.5,Egypt,Arish,"128,855",,,,,,,,,
14,14.5,Egypt,Faqus,"62,821",,,,,,,,,
14,14.5,Egypt,Zefta,"92,667",,,,,,,,,
14,14.5,Egypt,Damanhur,"227,943",,,,,,,,,
14,14.5,Egypt,Abu Tij,"71,257",,,,,,,,,
14,14.5,Egypt,Al Matariyah,"99,357",,,,,,,,,
14,14.5,Egypt,Al Minya,"227,150",,,,,,,,,
14,14.5,Egypt,Ashmun,"82,507",,,,,,,,,
14,14.5,Egypt,Dikirnis,"137,542",,,,,,,,,
14,14.5,Egypt,Abu Kabir,"100,684",,,,,,,,,
14,14.5,Egypt,Zagazig,"285,097",,,,,,,,,
14,14.5,Egypt,Samalut,"90,465",,,,,,,,,
14,14.5,Egypt,Qalyub,"100,495",,,,,,,,,
14,14.5,Egypt,Luxor,"422,407",,,,,,,,,
14,14.5,Egypt,Asyut,"420,585",,,,,,,,,
139,140,Albania,All_Regions,"2,877,797",-0.11 %,"-3,120",105,"27,400","-14,000",1.6,36,63 %,0.04 %
140,140.5,Albania,Kavaje,"29,354",,,,,,,,,
140,140.5,Albania,Kruje,"21,286",,,,,,,,,
140,140.5,Albania,Berat,"46,866",,,,,,,,,
140,140.5,Albania,Korce,"58,259",,,,,,,,,
140,140.5,Albania,Sarande,"15,147",,,,,,,,,
140,140.5,Albania,Patos,"60,000",,,,,,,,,
140,140.5,Albania,Shkoder,"88,245",,,,,,,,,
140,140.5,Albania,Kukes,"17,832",,,,,,,,,
140,140.5,Albania,Lushnje,"41,469",,,,,,,,,
140,140.5,Albania,Gjirokaster,"23,437",,,,,,,,,
140,140.5,Albania,Fier,"56,297",,,,,,,,,
140,140.5,Albania,Lezhe,"18,695",,,,,,,,,
140,140.5,Albania,Lac,"24,825",,,,,,,,,
140,140.5,Albania,Pogradec,"61,530",,,,,,,,,
140,140.5,Albania,Kucove,"18,166",,,,,,,,,
140,140.5,Albania,Patos Fshat,"22,679",,,,,,,,,
140,140.5,Albania,Vlore,"89,546",,,,,,,,,
140,140.5,Albania,Tirana,"374,801",,,,,,,,,
140,140.5,Albania,Burrel,"15,405",,,,,,,,,
140,140.5,Albania,Fier-Cifci,"60,995",,,,,,,,,
140,140.5,Albania,Durres,"122,034",,,,,,,,,
140,140.5,Albania,Elbasan,"100,903",,,,,,,,,
140,141,Puerto Rico,All_Regions,"2,860,853",-2.47 %,"-72,555",323,"8,870","-97,986",1.2,44,N.A.,0.04 %
141,141.5,Puerto Rico,Catano,"28,093",,,,,,,,,
141,141.5,Puerto Rico,San Juan,"418,140",,,,,,,,,
141,141.5,Puerto Rico,Bayamon,"203,499",,,,,,,,,
141,141.5,Puerto Rico,Aguadilla,"16,073",,,,,,,,,
141,141.5,Puerto Rico,Trujillo Alto,"54,189",,,,,,,,,
141,141.5,Puerto Rico,Ponce,"152,634",,,,,,,,,
141,141.5,Puerto Rico,Fajardo,"34,068",,,,,,,,,
141,141.5,Puerto Rico,Caguas,"86,804",,,,,,,,,
141,141.5,Puerto Rico,Cayey,"18,494",,,,,,,,,
141,141.5,Puerto Rico,Carolina,"170,404",,,,,,,,,
141,141.5,Puerto Rico,Yauco,"20,295",,,,,,,,,
141,141.5,Puerto Rico,Levittown,"29,785",,,,,,,,,
141,141.5,Puerto Rico,Barceloneta,"22,322",,,,,,,,,
141,141.5,Puerto Rico,Humacao,"20,387",,,,,,,,,
141,141.5,Puerto Rico,Guayama,"21,575",,,,,,,,,
141,141.5,Puerto Rico,Mayagueez,"78,647",,,,,,,,,
141,141.5,Puerto Rico,Vega Baja,"29,325",,,,,,,,,
141,141.5,Puerto Rico,Candelaria,"17,631",,,,,,,,,
141,141.5,Puerto Rico,Arecibo,"49,318",,,,,,,,,
141,141.5,Puerto Rico,Manati,"16,092",,,,,,,,,
141,141.5,Puerto Rico,Guaynabo,"81,360",,,,,,,,,
141,142,Lithuania,All_Regions,"2,722,289",-1.35 %,"-37,338",43,"62,674","-32,780",1.7,45,71 %,0.03 %
142,142.5,Lithuania,Aleksotas,"24,270",,,,,,,,,
142,142.5,Lithuania,Silute,"21,760",,,,,,,,,
142,142.5,Lithuania,Mazeikiai,"41,309",,,,,,,,,
142,142.5,Lithuania,Visaginas,"28,348",,,,,,,,,
142,142.5,Lithuania,Radviliskis,"20,339",,,,,,,,,
142,142.5,Lithuania,Seskine,"31,333",,,,,,,,,
142,142.5,Lithuania,Klaipeda,"192,307",,,,,,,,,
142,142.5,Lithuania,Justiniskes,"27,462",,,,,,,,,
142,142.5,Lithuania,Kedainiai,"31,980",,,,,,,,,
142,142.5,Lithuania,Gargzdai,"16,433",,,,,,,,,
142,142.5,Lithuania,Telsiai,"30,098",,,,,,,,,
142,142.5,Lithuania,Druskininkai,"17,791",,,,,,,,,
142,142.5,Lithuania,Utena,"33,240",,,,,,,,,
142,142.5,Lithuania,Kretinga,"22,236",,,,,,,,,
142,142.5,Lithuania,Siauliai,"130,587",,,,,,,,,
142,142.5,Lithuania,Vilkpede,"21,346",,,,,,,,,
142,142.5,Lithuania,Kaunas,"374,643",,,,,,,,,
142,142.5,Lithuania,Fabijoniskes,"39,759",,,,,,,,,
142,142.5,Lithuania,Palanga,"17,796",,,,,,,,,
142,142.5,Lithuania,Rokiskis,"16,255",,,,,,,,,
142,142.5,Lithuania,Pasilaiciai,"33,056",,,,,,,,,
142,142.5,Lithuania,Naujamiestis,"23,232",,,,,,,,,
142,142.5,Lithuania,Panevezys,"117,395",,,,,,,,,
142,142.5,Lithuania,Vilnius,"542,366",,,,,,,,,
142,142.5,Lithuania,Plunge,"23,381",,,,,,,,,
142,142.5,Lithuania,Alytus,"70,747",,,,,,,,,
142,142.5,Lithuania,Taurage,"27,662",,,,,,,,,
142,142.5,Lithuania,Dainava (Kaunas),"70,000",,,,,,,,,
142,142.5,Lithuania,Jonava,"34,993",,,,,,,,,
142,142.5,Lithuania,Eiguliai,"61,700",,,,,,,,,
142,142.5,Lithuania,Ukmerge,"25,886",,,,,,,,,
142,142.5,Lithuania,Marijampole,"47,613",,,,,,,,,
142,142.5,Lithuania,Silainiai,"40,600",,,,,,,,,
142,142.5,Lithuania,Pilaite,"20,320",,,,,,,,,
142,142.5,Lithuania,Lazdynai,"31,097",,,,,,,,,
142,143,Namibia,All_Regions,"2,540,905",1.86 %,"46,375",3,"823,290","-4,806",3.4,22,55 %,0.03 %
143,143.5,Namibia,Okahandja,"20,879",,,,,,,,,
143,143.5,Namibia,Grootfontein,"24,099",,,,,,,,,
143,143.5,Namibia,Keetmanshoop,"15,608",,,,,,,,,
143,143.5,Namibia,Luderitz,"15,137",,,,,,,,,
143,143.5,Namibia,Rehoboth,"21,377",,,,,,,,,
143,143.5,Namibia,Katima Mulilo,"25,027",,,,,,,,,
143,143.5,Namibia,Walvis Bay,"52,058",,,,,,,,,
143,143.5,Namibia,Katutura,"21,243",,,,,,,,,
143,143.5,Namibia,Windhoek,"268,132",,,,,,,,,
143,143.5,Namibia,Rundu,"58,172",,,,,,,,,
143,143.5,Namibia,Gobabis,"16,321",,,,,,,,,
143,143.5,Namibia,Otjiwarongo,"21,224",,,,,,,,,
143,143.5,Namibia,Oshakati,"33,618",,,,,,,,,
143,143.5,Namibia,Swakopmund,"25,047",,,,,,,,,
143,144,Gambia,All_Regions,"2,416,668",2.94 %,"68,962",239,"10,120","-3,087",5.3,18,59 %,0.03 %
144,144.5,Gambia,Bakau,"43,098",,,,,,,,,
144,144.5,Gambia,Farafenni,"29,867",,,,,,,,,
144,144.5,Gambia,Lamin,"24,797",,,,,,,,,
144,144.5,Gambia,Brikama,"77,700",,,,,,,,,
144,144.5,Gambia,Serekunda,"340,000",,,,,,,,,
144,144.5,Gambia,Sukuta,"15,131",,,,,,,,,
144,144.5,Gambia,Banjul,"34,589",,,,,,,,,
144,145,Botswana,All_Regions,"2,351,627",2.08 %,"47,930",4,"566,730","3,000",2.9,24,73 %,0.03 %
145,145.5,Botswana,Mogoditshane,"43,394",,,,,,,,,
145,145.5,Botswana,Thamaga,"20,756",,,,,,,,,
145,145.5,Botswana,Lobatse,"30,883",,,,,,,,,
145,145.5,Botswana,Mahalapye,"44,471",,,,,,,,,
145,145.5,Botswana,Maun,"49,945",,,,,,,,,
145,145.5,Botswana,Selebi-Phikwe,"53,727",,,,,,,,,
145,145.5,Botswana,Letlhakane,"18,136",,,,,,,,,
145,145.5,Botswana,Francistown,"89,979",,,,,,,,,
145,145.5,Botswana,Kanye,"44,716",,,,,,,,,
145,145.5,Botswana,Serowe,"47,419",,,,,,,,,
145,145.5,Botswana,Ramotswa,"21,450",,,,,,,,,
145,145.5,Botswana,Mosopa,"19,561",,,,,,,,,
145,145.5,Botswana,Mochudi,"36,962",,,,,,,,,
145,145.5,Botswana,Molepolole,"63,248",,,,,,,,,
145,145.5,Botswana,Tonota,"17,759",,,,,,,,,
145,145.5,Botswana,Janeng,"16,853",,,,,,,,,
145,145.5,Botswana,Palapye,"30,650",,,,,,,,,
145,145.5,Botswana,Gaborone,"208,411",,,,,,,,,
145,146,Gabon,All_Regions,"2,225,734",2.45 %,"53,155",9,"257,670","3,260",4.0,23,87 %,0.03 %
146,146.5,Gabon,Moanda,"30,151",,,,,,,,,
146,146.5,Gabon,Port-Gentil,"109,163",,,,,,,,,
146,146.5,Gabon,Franceville,"42,967",,,,,,,,,
146,146.5,Gabon,Koulamoutou,"16,222",,,,,,,,,
146,146.5,Gabon,Libreville,"578,156",,,,,,,,,
146,146.5,Gabon,Lambarene,"20,714",,,,,,,,,
146,146.5,Gabon,Tchibanga,"19,365",,,,,,,,,
146,146.5,Gabon,Mouila,"22,469",,,,,,,,,
146,146.5,Gabon,Oyem,"30,870",,,,,,,,,
146,147,Lesotho,All_Regions,"2,142,249",0.80 %,"16,981",71,"30,360","-10,047",3.2,24,31 %,0.03 %
147,147.5,Lesotho,Mohale's Hoek,"28,310",,,,,,,,,
147,147.5,Lesotho,Butha-Buthe,"16,330",,,,,,,,,
147,147.5,Lesotho,Maputsoe,"32,117",,,,,,,,,
147,147.5,Lesotho,Maseru,"118,355",,,,,,,,,
147,147.5,Lesotho,Leribe,"47,675",,,,,,,,,
147,147.5,Lesotho,Qacha's Nek,"25,573",,,,,,,,,
147,147.5,Lesotho,Quthing,"24,130",,,,,,,,,
147,147.5,Lesotho,Mafeteng,"57,059",,,,,,,,,
147,148,North Macedonia,All_Regions,"2,083,374",0.00 %,-85,83,"25,220","-1,000",1.5,39,59 %,0.03 %
148,148.5,North Macedonia,Studenichani,"18,219",,,,,,,,,
148,148.5,North Macedonia,Bitola,"86,528",,,,,,,,,
148,148.5,North Macedonia,Veles,"57,873",,,,,,,,,
148,148.5,North Macedonia,Kisela Voda,"58,216",,,,,,,,,
148,148.5,North Macedonia,Tearce,"23,096",,,,,,,,,
148,148.5,North Macedonia,Shtip,"48,279",,,,,,,,,
148,148.5,North Macedonia,Ilinden,"16,406",,,,,,,,,
148,148.5,North Macedonia,Delcevo,"17,415",,,,,,,,,
148,148.5,North Macedonia,Gevgelija,"20,664",,,,,,,,,
148,148.5,North Macedonia,Zelino,"25,422",,,,,,,,,
148,148.5,North Macedonia,Radovis,"24,984",,,,,,,,,
148,148.5,North Macedonia,Bogovinje,"15,166",,,,,,,,,
148,148.5,North Macedonia,Kriva Palanka,"20,820",,,,,,,,,
148,148.5,North Macedonia,Kamenjane,"15,376",,,,,,,,,
148,148.5,North Macedonia,Kochani,"34,258",,,,,,,,,
148,148.5,North Macedonia,Negotino,"19,515",,,,,,,,,
148,148.5,North Macedonia,Butel,"36,154",,,,,,,,,
148,148.5,North Macedonia,Ohrid,"54,908",,,,,,,,,
148,148.5,North Macedonia,Kavadarci,"38,799",,,,,,,,,
148,148.5,North Macedonia,Centar Zupa,"45,412",,,,,,,,,
148,148.5,North Macedonia,Tetovo,"72,944",,,,,,,,,
148,148.5,North Macedonia,Prilep,"73,814",,,,,,,,,
148,148.5,North Macedonia,Saraj,"25,379",,,,,,,,,
148,148.5,North Macedonia,Skopje,"474,889",,,,,,,,,
148,148.5,North Macedonia,Struga,"37,387",,,,,,,,,
148,148.5,North Macedonia,Resen,"16,539",,,,,,,,,
148,148.5,North Macedonia,Kumanovo,"76,275",,,,,,,,,
148,148.5,North Macedonia,Debar,"18,074",,,,,,,,,
148,148.5,North Macedonia,Gostivar,"50,974",,,,,,,,,
148,148.5,North Macedonia,Vinica,"18,218",,,,,,,,,
148,148.5,North Macedonia,Cair,"64,773",,,,,,,,,
148,148.5,North Macedonia,Kicevo,"31,123",,,,,,,,,
148,148.5,North Macedonia,Lipkovo,"28,102",,,,,,,,,
148,148.5,North Macedonia,Suto Orizare,"20,800",,,,,,,,,
148,148.5,North Macedonia,Gjorce Petro,"41,000",,,,,,,,,
148,148.5,North Macedonia,Negotino,"17,518",,,,,,,,,
148,148.5,North Macedonia,Brvenica,"16,267",,,,,,,,,
148,148.5,North Macedonia,Strumica,"45,508",,,,,,,,,
148,149,Slovenia,All_Regions,"2,078,938",0.01 %,284,103,"20,140","2,000",1.6,45,55 %,0.03 %
149,149.5,Slovenia,Velenje,"25,456",,,,,,,,,
149,149.5,Slovenia,Novo Mesto,"23,341",,,,,,,,,
149,149.5,Slovenia,Trbovlje,"15,163",,,,,,,,,
149,149.5,Slovenia,Koper,"24,996",,,,,,,,,
149,149.5,Slovenia,Ljubljana,"272,220",,,,,,,,,
149,149.5,Slovenia,Ptuj,"18,164",,,,,,,,,
149,149.5,Slovenia,Maribor,"95,171",,,,,,,,,
149,149.5,Slovenia,Kranj,"36,874",,,,,,,,,
149,149.5,Slovenia,Celje,"37,520",,,,,,,,,
14,15,Vietnam,All_Regions,"97,338,579",0.91 %,"876,473",314,"310,070","-80,000",2.1,32,38 %,1.25 %
15,15.5,Vietnam,My Tho,"122,310",,,,,,,,,
15,15.5,Vietnam,Ninh Binh,"36,864",,,,,,,,,
15,15.5,Vietnam,Cam Ranh,"146,771",,,,,,,,,
15,15.5,Vietnam,Tra Vinh,"57,408",,,,,,,,,
15,15.5,Vietnam,Hoa Binh,"105,260",,,,,,,,,
15,15.5,Vietnam,Lang Son,"55,981",,,,,,,,,
15,15.5,Vietnam,Ha Long,"148,066",,,,,,,,,
15,15.5,Vietnam,Sa Pa,"138,622",,,,,,,,,
15,15.5,Vietnam,Thanh Hoa,"112,473",,,,,,,,,
15,15.5,Vietnam,Nha Trang,"283,441",,,,,,,,,
15,15.5,Vietnam,Thu Dau Mot,"91,009",,,,,,,,,
15,15.5,Vietnam,Tam Ky,"59,000",,,,,,,,,
15,15.5,Vietnam,Rach Gia,"228,356",,,,,,,,,
15,15.5,Vietnam,Kon Tum,"47,409",,,,,,,,,
15,15.5,Vietnam,Hue,"287,217",,,,,,,,,
15,15.5,Vietnam,Can Tho,"259,598",,,,,,,,,
15,15.5,Vietnam,Tan An,"64,801",,,,,,,,,
15,15.5,Vietnam,Da Nang,"752,493",,,,,,,,,
15,15.5,Vietnam,Hanoi,"1,431,270",,,,,,,,,
15,15.5,Vietnam,Thanh Pho Uong Bi,"63,829",,,,,,,,,
15,15.5,Vietnam,Yen Bai,"96,540",,,,,,,,,
15,15.5,Vietnam,Bac Giang,"53,728",,,,,,,,,
15,15.5,Vietnam,Cung Kiem,"80,000",,,,,,,,,
15,15.5,Vietnam,Bien Hoa,"407,208",,,,,,,,,
15,15.5,Vietnam,Cu Chi,"75,000",,,,,,,,,
15,15.5,Vietnam,Ca Mau,"111,894",,,,,,,,,
15,15.5,Vietnam,Bac Lieu,"107,911",,,,,,,,,
15,15.5,Vietnam,Son Tay,"40,636",,,,,,,,,
15,15.5,Vietnam,Buon Ma Thuot,"146,975",,,,,,,,,
15,15.5,Vietnam,Ha Dong,"50,877",,,,,,,,,
15,15.5,Vietnam,Nam Dinh,"193,499",,,,,,,,,
15,15.5,Vietnam,Phu Khuong,"47,966",,,,,,,,,
15,15.5,Vietnam,Ho Chi Minh City,"3,467,331",,,,,,,,,
15,15.5,Vietnam,Tay Ninh,"36,456",,,,,,,,,
15,15.5,Vietnam,Vinh,"163,759",,,,,,,,,
15,15.5,Vietnam,Cao Lanh,"63,770",,,,,,,,,
15,15.5,Vietnam,Phan Thiet,"160,652",,,,,,,,,
15,15.5,Vietnam,Haiphong,"602,695",,,,,,,,,
15,15.5,Vietnam,Hai Duong,"58,030",,,,,,,,,
15,15.5,Vietnam,Soc Trang,"114,453",,,,,,,,,
15,15.5,Vietnam,Ha Tien,"40,000",,,,,,,,,
15,15.5,Vietnam,Qui Nhon,"210,338",,,,,,,,,
15,15.5,Vietnam,Mong Cai,"72,960",,,,,,,,,
15,15.5,Vietnam,Yen Vinh,"107,082",,,,,,,,,
15,15.5,Vietnam,Can Giuoc,"152,200",,,,,,,,,
15,15.5,Vietnam,Song Cau,"94,066",,,,,,,,,
15,15.5,Vietnam,Bim Son,"53,754",,,,,,,,,
15,15.5,Vietnam,Vung Tau,"209,683",,,,,,,,,
15,15.5,Vietnam,Cao Bang,"41,112",,,,,,,,,
15,15.5,Vietnam,Cho Dok,"70,239",,,,,,,,,
15,15.5,Vietnam,Bao Loc,"151,915",,,,,,,,,
15,15.5,Vietnam,GJuc Trong,"161,232",,,,,,,,,
15,15.5,Vietnam,Long Xuyen,"158,153",,,,,,,,,
15,15.5,Vietnam,Vinh Long,"103,314",,,,,,,,,
15,15.5,Vietnam,Sa Dec,"60,073",,,,,,,,,
15,15.5,Vietnam,Can Gio,"55,137",,,,,,,,,
15,15.5,Vietnam,Ben Tre,"59,442",,,,,,,,,
15,15.5,Vietnam,Thai Nguyen,"133,877",,,,,,,,,
15,15.5,Vietnam,Phan Rang-Thap Cham,"91,520",,,,,,,,,
15,15.5,Vietnam,Lao Cai,"36,502",,,,,,,,,
15,15.5,Vietnam,Hung Yen,"40,273",,,,,,,,,
15,15.5,Vietnam,Cam Pha Mines,"135,477",,,,,,,,,
15,15.5,Vietnam,Bac Ninh,"43,564",,,,,,,,,
15,15.5,Vietnam,Viet Tri,"93,475",,,,,,,,,
15,15.5,Vietnam,La Gi,"160,652",,,,,,,,,
15,15.5,Vietnam,Tuy Hoa,"69,596",,,,,,,,,
15,15.5,Vietnam,Pleiku,"114,225",,,,,,,,,
15,15.5,Vietnam,Thai Binh,"53,071",,,,,,,,,
15,15.5,Vietnam,Dien Bien Phu,"40,282",,,,,,,,,
15,15.5,Vietnam,Da Lat,"197,000",,,,,,,,,
149,150,Guinea-Bissau,All_Regions,"1,968,001",2.45 %,"47,079",70,"28,120","-1,399",4.5,19,45 %,0.03 %
150,150.5,Guinea-Bissau,Bafata,"22,521",,,,,,,,,
150,150.5,Guinea-Bissau,Bissau,"388,028",,,,,,,,,
150,151,Latvia,All_Regions,"1,886,198",-1.08 %,"-20,545",30,"62,200","-14,837",1.7,44,69 %,0.02 %
151,151.5,Latvia,Daugavpils,"111,564",,,,,,,,,
151,151.5,Latvia,Salaspils,"17,606",,,,,,,,,
151,151.5,Latvia,Jurmala,"54,088",,,,,,,,,
151,151.5,Latvia,Ogre,"26,760",,,,,,,,,
151,151.5,Latvia,Rezekne,"38,340",,,,,,,,,
151,151.5,Latvia,Jekabpils,"27,078",,,,,,,,,
151,151.5,Latvia,Valmiera,"26,963",,,,,,,,,
151,151.5,Latvia,Jelgava,"61,791",,,,,,,,,
151,151.5,Latvia,Liepaja,"85,132",,,,,,,,,
151,151.5,Latvia,Riga,"742,572",,,,,,,,,
151,151.5,Latvia,Cesis,"18,198",,,,,,,,,
151,151.5,Latvia,Ventspils,"42,644",,,,,,,,,
151,151.5,Latvia,Tukums,"18,348",,,,,,,,,
151,152,Bahrain,All_Regions,"1,701,575",3.68 %,"60,403","2,239",760,"47,800",2.0,32,89 %,0.02 %
152,152.5,Bahrain,Madinat `Isa,"38,090",,,,,,,,,
152,152.5,Bahrain,Sitrah,"37,657",,,,,,,,,
152,152.5,Bahrain,Manama,"147,074",,,,,,,,,
152,152.5,Bahrain,Jidd Hafs,"31,735",,,,,,,,,
152,152.5,Bahrain,Ar Rifa',"79,550",,,,,,,,,
152,152.5,Bahrain,Madinat Hamad,"52,718",,,,,,,,,
152,152.5,Bahrain,Al Muharraq,"97,458",,,,,,,,,
152,152.5,Bahrain,Dar Kulayb,"65,466",,,,,,,,,
152,153,Equatorial Guinea,All_Regions,"1,402,985",3.47 %,"46,999",50,"28,050","16,000",4.6,22,73 %,0.02 %
153,153.5,Equatorial Guinea,Bata,"173,046",,,,,,,,,
153,153.5,Equatorial Guinea,Ebebiyin,"24,831",,,,,,,,,
153,153.5,Equatorial Guinea,Malabo,"155,963",,,,,,,,,
153,154,Trinidad and Tobago,All_Regions,"1,399,488",0.32 %,"4,515",273,"5,130",-800,1.7,36,52 %,0.02 %
154,154.5,Trinidad and Tobago,Tunapuna,"17,758",,,,,,,,,
154,154.5,Trinidad and Tobago,Point Fortin,"19,056",,,,,,,,,
154,154.5,Trinidad and Tobago,San Fernando,"55,419",,,,,,,,,
154,154.5,Trinidad and Tobago,Chaguanas,"67,433",,,,,,,,,
154,154.5,Trinidad and Tobago,Mon Repos,"56,380",,,,,,,,,
154,154.5,Trinidad and Tobago,Rio Claro,"35,650",,,,,,,,,
154,154.5,Trinidad and Tobago,Port of Spain,"49,031",,,,,,,,,
154,154.5,Trinidad and Tobago,Arima,"35,000",,,,,,,,,
154,154.5,Trinidad and Tobago,Marabella,"26,700",,,,,,,,,
154,154.5,Trinidad and Tobago,Paradise,"15,067",,,,,,,,,
154,154.5,Trinidad and Tobago,Scarborough,"17,000",,,,,,,,,
154,154.5,Trinidad and Tobago,Sangre Grande,"15,968",,,,,,,,,
154,154.5,Trinidad and Tobago,Laventille,"21,000",,,,,,,,,
154,155,Estonia,All_Regions,"1,326,535",0.07 %,887,31,"42,390","3,911",1.6,42,68 %,0.02 %
155,155.5,Estonia,Sillamaee,"16,672",,,,,,,,,
155,155.5,Estonia,Paernu,"44,192",,,,,,,,,
155,155.5,Estonia,Maardu,"16,630",,,,,,,,,
155,155.5,Estonia,Viljandi,"20,309",,,,,,,,,
155,155.5,Estonia,Tallinn,"394,024",,,,,,,,,
155,155.5,Estonia,Tartu,"101,092",,,,,,,,,
155,155.5,Estonia,Narva,"66,980",,,,,,,,,
155,155.5,Estonia,Kohtla-Jaerve,"46,060",,,,,,,,,
155,155.5,Estonia,Rakvere,"16,736",,,,,,,,,
155,156,Timor-Leste,All_Regions,"1,318,445",1.96 %,"25,326",89,"14,870","-5,385",4.1,21,33 %,0.02 %
156,156.5,Timor-Leste,Suai,"21,539",,,,,,,,,
156,156.5,Timor-Leste,Baukau,"16,000",,,,,,,,,
156,156.5,Timor-Leste,Likisa,"19,000",,,,,,,,,
156,156.5,Timor-Leste,Lospalos,"17,186",,,,,,,,,
156,156.5,Timor-Leste,Venilale,"16,000",,,,,,,,,
156,156.5,Timor-Leste,Aileu,"17,356",,,,,,,,,
156,156.5,Timor-Leste,Dili,"150,000",,,,,,,,,
156,156.5,Timor-Leste,Maubara,"16,300",,,,,,,,,
156,156.5,Timor-Leste,Maliana,"22,000",,,,,,,,,
156,157,Mauritius,All_Regions,"1,271,768",0.17 %,"2,100",626,"2,030",0,1.4,37,41 %,0.02 %
157,157.5,Mauritius,Beau Bassin-Rose Hill,"111,355",,,,,,,,,
157,157.5,Mauritius,Vacoas,"110,000",,,,,,,,,
157,157.5,Mauritius,Bambous,"15,345",,,,,,,,,
157,157.5,Mauritius,Goodlands,"20,910",,,,,,,,,
157,157.5,Mauritius,Quatre Bornes,"80,961",,,,,,,,,
157,157.5,Mauritius,Port Louis,"155,226",,,,,,,,,
157,157.5,Mauritius,Curepipe,"84,200",,,,,,,,,
157,157.5,Mauritius,Le Hochet,"15,197",,,,,,,,,
157,157.5,Mauritius,Mahebourg,"17,042",,,,,,,,,
157,157.5,Mauritius,Centre de Flacq,"17,710",,,,,,,,,
157,157.5,Mauritius,Triolet,"23,269",,,,,,,,,
157,157.5,Mauritius,Saint Pierre,"16,414",,,,,,,,,
157,157.5,Mauritius,Bel Air Riviere Seche,"17,671",,,,,,,,,
157,158,Cyprus,All_Regions,"1,207,359",0.73 %,"8,784",131,"9,240","5,000",1.3,37,67 %,0.02 %
158,158.5,Cyprus,Paphos,"35,961",,,,,,,,,
158,158.5,Cyprus,Protaras,"20,230",,,,,,,,,
158,158.5,Cyprus,Kyrenia,"26,701",,,,,,,,,
158,158.5,Cyprus,Limassol,"154,000",,,,,,,,,
158,158.5,Cyprus,Nicosia,"200,452",,,,,,,,,
158,158.5,Cyprus,Larnaca,"72,000",,,,,,,,,
158,158.5,Cyprus,Famagusta,"42,526",,,,,,,,,
158,159,Eswatini,All_Regions,"1,160,164",1.05 %,"12,034",67,"17,200","-8,353",3.0,21,30 %,0.01 %
159,159.5,Eswatini,Mbabane,"76,218",,,,,,,,,
