,#,Country (or dependency),Region,Population (2020),Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share
0,1,China,All_Regions,"1,439,323,776",0.39 %,"5,540,090",153,"9,388,211","-348,399",1.7,38,61 %,18.47 %
1,1.5,China,Nanchang,"2,357,839",,,,,,,,,
1,1.5,China,Xi'an,"6,501,190",,,,,,,,,
1,1.5,China,Guangzhou,"11,071,424",,,,,,,,,
1,1.5,China,Lijiang,"1,137,600",,,,,,,,,
1,1.5,China,Xiamen,"3,531,347",,,,,,,,,
1,1.5,China,Taiyuan,"3,426,519",,,,,,,,,
1,1.5,China,Chongqing,"7,457,600",,,,,,,,,
1,1.5,China,Tai'an,"5,499,000",,,,,,,,,
1,1.5,China,Shantou,"5,329,024",,,,,,,,,
1,1.5,China,Wuhan,"9,785,388",,,,,,,,,
1,1.5,China,Zhengzhou,"4,253,913",,,,,,,,,
1,1.5,China,Ningbo,"3,491,597",,,,,,,,,
1,1.5,China,Hefei,"3,310,268",,,,,,,,,
1,1.5,China,Beijing,"11,716,620",,,,,,,,,
1,1.5,China,Nanjing,"7,165,292",,,,,,,,,
1,1.5,China,Benxi,"987,717",,,,,,,,,
1,1.5,China,Bayan Nur,"1,760,000",,,,,,,,,
1,1.5,China,Xinyang,"1,590,668",,,,,,,,,
1,1.5,China,Fuzhou,"1,179,720",,,,,,,,,
1,1.5,China,Anshan,"1,199,275",,,,,,,,,
1,1.5,China,Urumqi,"3,029,372",,,,,,,,,
1,1.5,China,Hangzhou,"6,241,971",,,,,,,,,
1,1.5,China,Luoyang,"1,390,581",,,,,,,,,
1,1.5,China,Huainan,"1,027,655",,,,,,,,,
1,1.5,China,Huaibei,"903,039",,,,,,,,,
1,1.5,China,Puyang,"3,590,000",,,,,,,,,
1,1.5,China,Qingdao,"3,718,835",,,,,,,,,
1,1.5,China,Dalian,"4,087,733",,,,,,,,,
1,1.5,China,Changshu City,"1,047,700",,,,,,,,,
1,1.5,China,Ordos,"1,940,653",,,,,,,,,
1,1.5,China,Zhu Cheng City,"1,000,000",,,,,,,,,
1,1.5,China,Zhongshan,"3,121,275",,,,,,,,,
1,1.5,China,Lanzhou,"2,628,426",,,,,,,,,
1,1.5,China,Xuchang,"1,265,536",,,,,,,,,
1,1.5,China,Handan,"1,358,318",,,,,,,,,
1,1.5,China,Tangshan,"3,372,102",,,,,,,,,
1,1.5,China,Shenyang,"6,255,921",,,,,,,,,
1,1.5,China,Baotou,"1,301,768",,,,,,,,,
1,1.5,China,Wuxi,"3,543,719",,,,,,,,,
1,1.5,China,Fushun,"1,400,646",,,,,,,,,
1,1.5,China,Guiyang,"1,171,633",,,,,,,,,
1,1.5,China,Dadonghai,"2,000,000",,,,,,,,,
1,1.5,China,Tianshui,"3,500,000",,,,,,,,,
1,1.5,China,Shanghai,"22,315,474",,,,,,,,,
1,1.5,China,Tongshan,"1,199,193",,,,,,,,,
1,1.5,China,Yueyang,"1,200,000",,,,,,,,,
1,1.5,China,Guankou,"1,380,000",,,,,,,,,
1,1.5,China,Shenzhen,"10,358,381",,,,,,,,,
1,1.5,China,Shijiazhuang,"2,834,942",,,,,,,,,
1,1.5,China,Dongguan,"8,000,000",,,,,,,,,
1,1.5,China,Changchun,"4,193,073",,,,,,,,,
1,1.5,China,Changzhou,"949,018",,,,,,,,,
1,1.5,China,Baoding,"995,652",,,,,,,,,
1,1.5,China,Changsha,"3,093,980",,,,,,,,,
1,1.5,China,Datong,"1,052,678",,,,,,,,,
1,1.5,China,Xianyang,"1,034,081",,,,,,,,,
1,1.5,China,Jinan,"4,335,989",,,,,,,,,
1,1.5,China,Shiyan,"3,460,000",,,,,,,,,
1,1.5,China,Zibo,"3,129,228",,,,,,,,,
1,1.5,China,Yunfu,"2,612,800",,,,,,,,,
1,1.5,China,Nanchong,"7,150,000",,,,,,,,,
1,1.5,China,Foshan,"3,600,000",,,,,,,,,
1,1.5,China,Chengdu,"7,415,590",,,,,,,,,
1,1.5,China,Kunshan,"1,600,000",,,,,,,,,
1,1.5,China,Harbin,"5,878,939",,,,,,,,,
1,1.5,China,Tianjin,"11,090,314",,,,,,,,,
1,1.5,China,Jilin,"1,881,977",,,,,,,,,
1,1.5,China,Kunming,"3,855,346",,,,,,,,,
1,1.5,China,Suzhou,"5,345,961",,,,,,,,,
1,1.5,China,Jieyang,"1,001,985",,,,,,,,,
9,10,Mexico,All_Regions,"128,932,753",1.06 %,"1,357,224",66,"1,943,950","-60,000",2.1,29,84 %,1.65 %
10,10.5,Mexico,Xico,"356,352",,,,,,,,,
10,10.5,Mexico,Guadalajara,"1,495,182",,,,,,,,,
10,10.5,Mexico,Ciudad Nezahualcoyotl,"1,104,585",,,,,,,,,
10,10.5,Mexico,Mazatlan,"381,583",,,,,,,,,
10,10.5,Mexico,Cuauhtemoc,"531,831",,,,,,,,,
10,10.5,Mexico,Tepic,"332,863",,,,,,,,,
10,10.5,Mexico,Nicolas Romero,"281,799",,,,,,,,,
10,10.5,Mexico,Reynosa,"589,466",,,,,,,,,
10,10.5,Mexico,Toluca,"489,333",,,,,,,,,
10,10.5,Mexico,Saltillo,"709,671",,,,,,,,,
10,10.5,Mexico,Naucalpan de Juarez,"792,211",,,,,,,,,
10,10.5,Mexico,Alvaro Obregon,"726,664",,,,,,,,,
10,10.5,Mexico,Tampico,"309,003",,,,,,,,,
10,10.5,Mexico,Benito Juarez,"385,439",,,,,,,,,
10,10.5,Mexico,Acapulco de Juarez,"673,479",,,,,,,,,
10,10.5,Mexico,Coacalco,"277,959",,,,,,,,,
10,10.5,Mexico,Celaya,"340,387",,,,,,,,,
10,10.5,Mexico,Culiacan,"675,773",,,,,,,,,
10,10.5,Mexico,Coyoacan,"620,416",,,,,,,,,
10,10.5,Mexico,Nuevo Laredo,"373,725",,,,,,,,,
10,10.5,Mexico,Torreon,"608,836",,,,,,,,,
10,10.5,Mexico,Tlahuac,"305,076",,,,,,,,,
10,10.5,Mexico,Iztapalapa,"1,815,786",,,,,,,,,
10,10.5,Mexico,Leon de los Aldama,"1,238,962",,,,,,,,,
10,10.5,Mexico,Chihuahua,"809,232",,,,,,,,,
10,10.5,Mexico,Cuernavaca,"338,650",,,,,,,,,
10,10.5,Mexico,Cuautitlan Izcalli,"484,573",,,,,,,,,
10,10.5,Mexico,Zapopan,"1,142,483",,,,,,,,,
10,10.5,Mexico,Aguascalientes,"722,250",,,,,,,,,
10,10.5,Mexico,Tonala,"408,759",,,,,,,,,
10,10.5,Mexico,Mexico City,"12,294,193",,,,,,,,,
10,10.5,Mexico,Cancun,"628,306",,,,,,,,,
10,10.5,Mexico,Juarez,"1,321,004",,,,,,,,,
10,10.5,Mexico,Venustiano Carranza,"430,978",,,,,,,,,
10,10.5,Mexico,Xalapa de Enriquez,"424,755",,,,,,,,,
10,10.5,Mexico,Benito Juarez,"355,017",,,,,,,,,
10,10.5,Mexico,Ciudad Obregon,"298,625",,,,,,,,,
10,10.5,Mexico,Ciudad Lopez Mateos,"489,160",,,,,,,,,
10,10.5,Mexico,San Luis Potosi,"722,772",,,,,,,,,
10,10.5,Mexico,Azcapotzalco,"414,711",,,,,,,,,
10,10.5,Mexico,Heroica Matamoros,"449,815",,,,,,,,,
10,10.5,Mexico,Tuxtla,"537,102",,,,,,,,,
10,10.5,Mexico,Tlaquepaque,"575,942",,,,,,,,,
10,10.5,Mexico,Irapuato,"380,941",,,,,,,,,
10,10.5,Mexico,Iztacalco,"384,326",,,,,,,,,
10,10.5,Mexico,Santa Maria Chimalhuacan,"612,383",,,,,,,,,
10,10.5,Mexico,Tlalpan,"574,577",,,,,,,,,
10,10.5,Mexico,Ciudad General Escobedo,"352,444",,,,,,,,,
10,10.5,Mexico,Victoria de Durango,"518,709",,,,,,,,,
10,10.5,Mexico,Villahermosa,"353,577",,,,,,,,,
10,10.5,Mexico,Ensenada,"279,765",,,,,,,,,
10,10.5,Mexico,Ciudad Victoria,"305,155",,,,,,,,,
10,10.5,Mexico,Hermosillo,"715,061",,,,,,,,,
10,10.5,Mexico,Puebla,"1,434,062",,,,,,,,,
10,10.5,Mexico,Tijuana,"1,300,983",,,,,,,,,
10,10.5,Mexico,Monterrey,"1,135,512",,,,,,,,,
10,10.5,Mexico,Gustavo Adolfo Madero,"1,185,772",,,,,,,,,
10,10.5,Mexico,Miguel Hidalgo,"372,889",,,,,,,,,
10,10.5,Mexico,Guadalupe,"673,616",,,,,,,,,
10,10.5,Mexico,Xochimilco,"407,885",,,,,,,,,
10,10.5,Mexico,Merida,"777,615",,,,,,,,,
10,10.5,Mexico,San Nicolas de los Garza,"443,273",,,,,,,,,
10,10.5,Mexico,Ixtapaluca,"322,271",,,,,,,,,
10,10.5,Mexico,Morelia,"597,511",,,,,,,,,
10,10.5,Mexico,Tlalnepantla,"653,410",,,,,,,,,
10,10.5,Mexico,Santiago de Queretaro,"626,495",,,,,,,,,
10,10.5,Mexico,Mexicali,"689,775",,,,,,,,,
10,10.5,Mexico,Ciudad Apodaca,"467,157",,,,,,,,,
10,10.5,Mexico,Ecatepec de Morelos,"1,655,015",,,,,,,,,
10,10.5,Mexico,Veracruz,"428,323",,,,,,,,,
99,100,Israel,All_Regions,"8,655,535",1.60 %,"136,158",400,"21,640","10,000",3.0,30,93 %,0.11 %
100,100.5,Israel,Karmi'el,"44,382",,,,,,,,,
100,100.5,Israel,Eilat,"45,588",,,,,,,,,
100,100.5,Israel,Lod,"66,589",,,,,,,,,
100,100.5,Israel,Et Taiyiba,"32,978",,,,,,,,,
100,100.5,Israel,Qiryat Mozqin,"39,404",,,,,,,,,
100,100.5,Israel,Gedera,"26,217",,,,,,,,,
100,100.5,Israel,Nahariyya,"51,200",,,,,,,,,
100,100.5,Israel,Ramat Gan,"128,095",,,,,,,,,
100,100.5,Israel,Ofaqim,"24,311",,,,,,,,,
100,100.5,Israel,Shoham,"20,740",,,,,,,,,
100,100.5,Israel,Yehud,"25,600",,,,,,,,,
100,100.5,Israel,Tel Aviv,"432,892",,,,,,,,,
100,100.5,Israel,Migdal Ha`Emeq,"24,800",,,,,,,,,
100,100.5,Israel,Beersheba,"186,600",,,,,,,,,
100,100.5,Israel,Rahat,"19,586",,,,,,,,,
100,100.5,Israel,Ramat HaSharon,"36,137",,,,,,,,,
100,100.5,Israel,Ashdod,"224,656",,,,,,,,,
100,100.5,Israel,Bet Shemesh,"67,100",,,,,,,,,
100,100.5,Israel,Herzliya,"83,600",,,,,,,,,
100,100.5,Israel,Qiryat Bialik,"36,551",,,,,,,,,
100,100.5,Israel,Netivot,"24,564",,,,,,,,,
100,100.5,Israel,Rishon LeZiyyon,"220,492",,,,,,,,,
100,100.5,Israel,Umm el Fahm,"41,030",,,,,,,,,
100,100.5,Israel,Qiryat Shemona,"22,035",,,,,,,,,
100,100.5,Israel,West Jerusalem,"400,000",,,,,,,,,
100,100.5,Israel,Gan Yavne,"22,453",,,,,,,,,
100,100.5,Israel,Haifa,"267,300",,,,,,,,,
100,100.5,Israel,Nazareth,"64,800",,,,,,,,,
100,100.5,Israel,Qiryat Ata,"48,966",,,,,,,,,
100,100.5,Israel,Yehud-Monosson,"29,312",,,,,,,,,
100,100.5,Israel,Holon,"165,787",,,,,,,,,
100,100.5,Israel,Nesher,"21,245",,,,,,,,,
100,100.5,Israel,Jaffa,"100,000",,,,,,,,,
100,100.5,Israel,Rehovot,"132,671",,,,,,,,,
100,100.5,Israel,Yavne,"31,774",,,,,,,,,
100,100.5,Israel,Ramla,"63,860",,,,,,,,,
100,100.5,Israel,Qiryat Gat,"47,450",,,,,,,,,
100,100.5,Israel,Mevasseret Ziyyon,"24,409",,,,,,,,,
100,100.5,Israel,Givatayim,"48,000",,,,,,,,,
100,100.5,Israel,Hod HaSharon,"43,185",,,,,,,,,
100,100.5,Israel,Tirat Karmel,"18,993",,,,,,,,,
100,100.5,Israel,Tamra,"25,917",,,,,,,,,
100,100.5,Israel,Maghar,"18,915",,,,,,,,,
100,100.5,Israel,Sakhnin,"24,596",,,,,,,,,
100,100.5,Israel,Qiryat Yam,"39,273",,,,,,,,,
100,100.5,Israel,Hadera,"75,854",,,,,,,,,
100,100.5,Israel,Kfar Saba,"80,773",,,,,,,,,
100,100.5,Israel,Bnei Brak,"154,400",,,,,,,,,
100,100.5,Israel,Jerusalem,"801,000",,,,,,,,,
100,100.5,Israel,Sederot,"20,228",,,,,,,,,
100,100.5,Israel,Afula,"44,930",,,,,,,,,
100,100.5,Israel,Dimona,"33,558",,,,,,,,,
100,100.5,Israel,Rosh Ha'Ayin,"39,215",,,,,,,,,
100,100.5,Israel,Or Yehuda,"30,802",,,,,,,,,
100,100.5,Israel,Tirah,"20,786",,,,,,,,,
100,100.5,Israel,Bat Yam,"128,979",,,,,,,,,
100,100.5,Israel,Netanya,"171,676",,,,,,,,,
100,100.5,Israel,Tiberias,"39,790",,,,,,,,,
100,100.5,Israel,maalot Tarshiha,"21,400",,,,,,,,,
100,100.5,Israel,Petah Tiqwa,"200,000",,,,,,,,,
100,100.5,Israel,Modiin Ilit,"64,179",,,,,,,,,
100,100.5,Israel,Kefar Yona,"21,611",,,,,,,,,
100,100.5,Israel,Ashkelon,"105,995",,,,,,,,,
100,100.5,Israel,Ness Ziona,"38,700",,,,,,,,,
100,100.5,Israel,Arad,"23,700",,,,,,,,,
100,100.5,Israel,Ra'anana,"80,000",,,,,,,,,
100,100.5,Israel,Modi'in Makkabbim Re'ut,"88,749",,,,,,,,,
100,100.5,Israel,Acre,"45,603",,,,,,,,,
100,100.5,Israel,Daliyat al Karmel,"25,000",,,,,,,,,
100,100.5,Israel,Safed,"27,816",,,,,,,,,
100,101,Switzerland,All_Regions,"8,654,622",0.74 %,"63,257",219,"39,516","52,000",1.5,43,74 %,0.11 %
101,101.5,Switzerland,Bern,"121,631",,,,,,,,,
101,101.5,Switzerland,Dietikon,"20,893",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 11) / Seebach,"17,851",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 2),"29,215",,,,,,,,,
101,101.5,Switzerland,Winterthur,"91,908",,,,,,,,,
101,101.5,Switzerland,Dubendorf,"19,882",,,,,,,,,
101,101.5,Switzerland,Muttenz,"16,927",,,,,,,,,
101,101.5,Switzerland,Chur,"32,429",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 9) / Albisrieden,"16,480",,,,,,,,,
101,101.5,Switzerland,Yverdon-les-Bains,"23,702",,,,,,,,,
101,101.5,Switzerland,Geneve,"183,981",,,,,,,,,
101,101.5,Switzerland,Lancy,"27,291",,,,,,,,,
101,101.5,Switzerland,Thun,"42,136",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 11),"54,260",,,,,,,,,
101,101.5,Switzerland,Vernier,"30,086",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 3),"46,018",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 10) / Hoengg,"17,117",,,,,,,,,
101,101.5,Switzerland,Carouge,"19,344",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 6) / Unterstrass,"20,045",,,,,,,,,
101,101.5,Switzerland,Koniz,"37,196",,,,,,,,,
101,101.5,Switzerland,Littau,"16,121",,,,,,,,,
101,101.5,Switzerland,Fribourg,"32,827",,,,,,,,,
101,101.5,Switzerland,Pully,"16,263",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 12),"28,189",,,,,,,,,
101,101.5,Switzerland,La Chaux-de-Fonds,"36,825",,,,,,,,,
101,101.5,Switzerland,Nyon,"16,797",,,,,,,,,
101,101.5,Switzerland,Uster,"23,279",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 7),"33,820",,,,,,,,,
101,101.5,Switzerland,Lugano,"63,000",,,,,,,,,
101,101.5,Switzerland,Rapperswil,"34,776",,,,,,,,,
101,101.5,Switzerland,Onex,"17,302",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 2) / Wollishofen,"16,073",,,,,,,,,
101,101.5,Switzerland,Allschwil,"18,189",,,,,,,,,
101,101.5,Switzerland,Kreuzlingen,"17,655",,,,,,,,,
101,101.5,Switzerland,Emmen,"26,889",,,,,,,,,
101,101.5,Switzerland,Kriens,"25,010",,,,,,,,,
101,101.5,Switzerland,Bellinzona,"16,572",,,,,,,,,
101,101.5,Switzerland,Baden,"16,118",,,,,,,,,
101,101.5,Switzerland,Stadt Winterthur (Kreis 1),"16,182",,,,,,,,,
101,101.5,Switzerland,Neuchatel,"31,270",,,,,,,,,
101,101.5,Switzerland,Lausanne,"116,751",,,,,,,,,
101,101.5,Switzerland,Oberwinterthur (Kreis 2),"16,356",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 10),"36,216",,,,,,,,,
101,101.5,Switzerland,Schaffhausen,"33,863",,,,,,,,,
101,101.5,Switzerland,Sankt Gallen,"70,572",,,,,,,,,
101,101.5,Switzerland,Frauenfeld,"21,979",,,,,,,,,
101,101.5,Switzerland,Gossau,"17,043",,,,,,,,,
101,101.5,Switzerland,Basel,"164,488",,,,,,,,,
101,101.5,Switzerland,Kloten,"16,289",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 11) / Oerlikon,"17,922",,,,,,,,,
101,101.5,Switzerland,Zurich,"341,730",,,,,,,,,
101,101.5,Switzerland,Meyrin,"19,772",,,,,,,,,
101,101.5,Switzerland,Baar,"20,546",,,,,,,,,
101,101.5,Switzerland,Jona,"17,655",,,,,,,,,
101,101.5,Switzerland,Riehen,"20,000",,,,,,,,,
101,101.5,Switzerland,Wil,"16,808",,,,,,,,,
101,101.5,Switzerland,Montreux,"22,897",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 9),"44,878",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 4) / Aussersihl,"27,273",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 6),"29,951",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 9) / Altstetten,"28,307",,,,,,,,,
101,101.5,Switzerland,Olten,"16,411",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 3) / Sihlfeld,"20,977",,,,,,,,,
101,101.5,Switzerland,Zuerich (Kreis 11) / Affoltern,"17,241",,,,,,,,,
101,101.5,Switzerland,Wettingen,"18,191",,,,,,,,,
101,101.5,Switzerland,Zug,"23,435",,,,,,,,,
101,101.5,Switzerland,Luzern,"57,066",,,,,,,,,
101,101.5,Switzerland,Sitten,"28,045",,,,,,,,,
101,101.5,Switzerland,Renens,"17,811",,,,,,,,,
101,101.5,Switzerland,Biel/Bienne,"48,614",,,,,,,,,
101,102,Togo,All_Regions,"8,278,724",2.43 %,"196,358",152,"54,390","-2,000",4.4,19,43 %,0.11 %
102,102.5,Togo,Badou,"24,000",,,,,,,,,
102,102.5,Togo,Kara,"104,207",,,,,,,,,
102,102.5,Togo,Sokode,"117,811",,,,,,,,,
102,102.5,Togo,Bafilo,"22,543",,,,,,,,,
102,102.5,Togo,Lome,"749,700",,,,,,,,,
102,102.5,Togo,Dapaong,"33,324",,,,,,,,,
102,102.5,Togo,Niamtougou,"23,261",,,,,,,,,
102,102.5,Togo,Tchamba,"25,668",,,,,,,,,
102,102.5,Togo,Kpalime,"75,084",,,,,,,,,
102,102.5,Togo,Notse,"22,017",,,,,,,,,
102,102.5,Togo,Sotouboua,"21,054",,,,,,,,,
102,102.5,Togo,Bassar,"61,845",,,,,,,,,
102,102.5,Togo,Tsevie,"55,775",,,,,,,,,
102,102.5,Togo,Atakpame,"80,683",,,,,,,,,
102,102.5,Togo,Vogan,"20,569",,,,,,,,,
102,102.5,Togo,Aneho,"47,579",,,,,,,,,
102,102.5,Togo,Sansanne-Mango,"37,748",,,,,,,,,
102,103,Sierra Leone,All_Regions,"7,976,983",2.10 %,"163,768",111,"72,180","-4,200",4.3,19,43 %,0.10 %
103,103.5,Sierra Leone,Freetown,"802,639",,,,,,,,,
103,103.5,Sierra Leone,Lunsar,"22,461",,,,,,,,,
103,103.5,Sierra Leone,Kabala,"17,948",,,,,,,,,
103,103.5,Sierra Leone,Bo,"174,354",,,,,,,,,
103,103.5,Sierra Leone,Port Loko,"21,308",,,,,,,,,
103,103.5,Sierra Leone,Koidu,"88,000",,,,,,,,,
103,103.5,Sierra Leone,Kenema,"143,137",,,,,,,,,
103,103.5,Sierra Leone,Makeni,"87,679",,,,,,,,,
103,103.5,Sierra Leone,Segbwema,"16,532",,,,,,,,,
103,103.5,Sierra Leone,Waterloo,"19,750",,,,,,,,,
103,104,Hong Kong,All_Regions,"7,496,981",0.82 %,"60,827","7,140","1,050","29,308",1.3,45,N.A.,0.10 %
104,104.5,Hong Kong,Hong Kong,"7,012,738",,,,,,,,,
104,104.5,Hong Kong,Kowloon,"2,019,533",,,,,,,,,
104,104.5,Hong Kong,Sha Tin,"21,559",,,,,,,,,
104,104.5,Hong Kong,Yuen Long Kau Hui,"141,900",,,,,,,,,
104,104.5,Hong Kong,Tai Po,"16,302",,,,,,,,,
104,104.5,Hong Kong,Tuen Mun,"16,940",,,,,,,,,
104,104.5,Hong Kong,Tung Chung,"45,000",,,,,,,,,
104,104.5,Hong Kong,Tsuen Wan,"288,728",,,,,,,,,
104,105,Laos,All_Regions,"7,275,560",1.48 %,"106,105",32,"230,800","-14,704",2.7,24,36 %,0.09 %
105,105.5,Laos,Savannakhet,"66,553",,,,,,,,,
105,105.5,Laos,Pakse,"88,332",,,,,,,,,
105,105.5,Laos,Luang Prabang,"47,378",,,,,,,,,
105,105.5,Laos,Vangviang,"25,000",,,,,,,,,
105,105.5,Laos,Xam Nua,"38,992",,,,,,,,,
105,105.5,Laos,Muang Phonsavan,"37,507",,,,,,,,,
105,105.5,Laos,Muang Xay,"25,000",,,,,,,,,
105,105.5,Laos,Ban Houakhoua,"15,500",,,,,,,,,
105,105.5,Laos,Muang Pakxan,"21,967",,,,,,,,,
105,105.5,Laos,Vientiane,"196,731",,,,,,,,,
105,105.5,Laos,Thakhek,"85,000",,,,,,,,,
105,106,Paraguay,All_Regions,"7,132,538",1.25 %,"87,902",18,"397,300","-16,556",2.4,26,62 %,0.09 %
106,106.5,Paraguay,Pedro Juan Caballero,"75,109",,,,,,,,,
106,106.5,Paraguay,Coronel Oviedo,"51,286",,,,,,,,,
106,106.5,Paraguay,Concepcion,"48,123",,,,,,,,,
106,106.5,Paraguay,Pilar,"28,716",,,,,,,,,
106,106.5,Paraguay,Villa Elisa,"64,099",,,,,,,,,
106,106.5,Paraguay,Capiata,"198,553",,,,,,,,,
106,106.5,Paraguay,Ita,"18,459",,,,,,,,,
106,106.5,Paraguay,Presidente Franco,"54,292",,,,,,,,,
106,106.5,Paraguay,Fernando de la Mora,"120,167",,,,,,,,,
106,106.5,Paraguay,Limpio,"96,143",,,,,,,,,
106,106.5,Paraguay,Encarnacion,"74,983",,,,,,,,,
106,106.5,Paraguay,Ciudad del Este,"320,782",,,,,,,,,
106,106.5,Paraguay,Caaguazu,"54,808",,,,,,,,,
106,106.5,Paraguay,Itaugua,"64,997",,,,,,,,,
106,106.5,Paraguay,Caazapa,"23,996",,,,,,,,,
106,106.5,Paraguay,Villarrica,"41,157",,,,,,,,,
106,106.5,Paraguay,San Lorenzo,"227,876",,,,,,,,,
106,106.5,Paraguay,San Juan Bautista,"16,593",,,,,,,,,
106,106.5,Paraguay,Mariano Roque Alonso,"72,008",,,,,,,,,
106,106.5,Paraguay,Caacupe,"21,696",,,,,,,,,
106,106.5,Paraguay,Lambare,"126,377",,,,,,,,,
106,106.5,Paraguay,Villa Hayes,"57,217",,,,,,,,,
106,106.5,Paraguay,Nemby,"94,641",,,,,,,,,
106,106.5,Paraguay,San Antonio,"55,754",,,,,,,,,
106,106.5,Paraguay,Asuncion,"1,482,200",,,,,,,,,
106,107,Bulgaria,All_Regions,"6,948,445",-0.74 %,"-51,674",64,"108,560","-4,800",1.6,45,76 %,0.09 %
107,107.5,Bulgaria,Varna,"312,770",,,,,,,,,
107,107.5,Bulgaria,Haskovo,"79,699",,,,,,,,,
107,107.5,Bulgaria,Peshtera,"18,676",,,,,,,,,
107,107.5,Bulgaria,Targovishte,"37,774",,,,,,,,,
107,107.5,Bulgaria,Silistra,"39,715",,,,,,,,,
107,107.5,Bulgaria,Gotse Delchev,"20,471",,,,,,,,,
107,107.5,Bulgaria,Karnobat,"19,709",,,,,,,,,
107,107.5,Bulgaria,Blagoevgrad,"71,306",,,,,,,,,
107,107.5,Bulgaria,Rakovski,"15,782",,,,,,,,,
107,107.5,Bulgaria,Gabrovo,"66,175",,,,,,,,,
107,107.5,Bulgaria,Kyustendil,"48,286",,,,,,,,,
107,107.5,Bulgaria,Sevlievo,"24,582",,,,,,,,,
107,107.5,Bulgaria,Lom,"26,594",,,,,,,,,
107,107.5,Bulgaria,Panagyurishte,"19,389",,,,,,,,,
107,107.5,Bulgaria,Sofia,"1,152,556",,,,,,,,,
107,107.5,Bulgaria,Petrich,"30,308",,,,,,,,,
107,107.5,Bulgaria,Razgrad,"38,285",,,,,,,,,
107,107.5,Bulgaria,Cherven Bryag,"21,688",,,,,,,,,
107,107.5,Bulgaria,Vratsa,"64,941",,,,,,,,,
107,107.5,Bulgaria,Nova Zagora,"24,340",,,,,,,,,
107,107.5,Bulgaria,Pleven,"118,675",,,,,,,,,
107,107.5,Bulgaria,Dimitrovgrad,"43,288",,,,,,,,,
107,107.5,Bulgaria,Popovo,"16,571",,,,,,,,,
107,107.5,Bulgaria,Svilengrad,"19,279",,,,,,,,,
107,107.5,Bulgaria,Sandanski,"26,459",,,,,,,,,
107,107.5,Bulgaria,Ruse,"156,238",,,,,,,,,
107,107.5,Bulgaria,Kardzhali,"51,000",,,,,,,,,
107,107.5,Bulgaria,Pazardzhik,"75,977",,,,,,,,,
107,107.5,Bulgaria,Samokov,"26,765",,,,,,,,,
107,107.5,Bulgaria,Sliven,"96,368",,,,,,,,,
107,107.5,Bulgaria,Smolyan,"32,069",,,,,,,,,
107,107.5,Bulgaria,Burgas,"195,966",,,,,,,,,
107,107.5,Bulgaria,Botevgrad,"20,909",,,,,,,,,
107,107.5,Bulgaria,Velingrad,"24,036",,,,,,,,,
107,107.5,Bulgaria,Svishtov,"32,256",,,,,,,,,
107,107.5,Bulgaria,Parvomay,"17,000",,,,,,,,,
107,107.5,Bulgaria,Stara Zagora,"143,431",,,,,,,,,
107,107.5,Bulgaria,Yambol,"80,116",,,,,,,,,
107,107.5,Bulgaria,Lovech,"42,211",,,,,,,,,
107,107.5,Bulgaria,Shumen,"87,283",,,,,,,,,
107,107.5,Bulgaria,Chirpan,"17,243",,,,,,,,,
107,107.5,Bulgaria,Gorna Oryahovitsa,"32,792",,,,,,,,,
107,107.5,Bulgaria,Vidin,"54,409",,,,,,,,,
107,107.5,Bulgaria,Veliko Turnovo,"66,217",,,,,,,,,
107,107.5,Bulgaria,Berkovitsa,"15,027",,,,,,,,,
107,107.5,Bulgaria,Plovdiv,"340,494",,,,,,,,,
107,107.5,Bulgaria,Pernik,"82,467",,,,,,,,,
107,107.5,Bulgaria,Kazanlak,"55,196",,,,,,,,,
107,107.5,Bulgaria,Dupnitsa,"34,764",,,,,,,,,
107,107.5,Bulgaria,Montana,"47,445",,,,,,,,,
107,107.5,Bulgaria,Asenovgrad,"52,170",,,,,,,,,
107,107.5,Bulgaria,Karlovo,"19,958",,,,,,,,,
107,107.5,Bulgaria,Troyan,"21,162",,,,,,,,,
107,107.5,Bulgaria,Harmanli,"18,931",,,,,,,,,
107,107.5,Bulgaria,Dobrich,"94,831",,,,,,,,,
107,107.5,Bulgaria,Aytos,"20,986",,,,,,,,,
