"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","CH06","Central Switzerland","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,189.53,,
"2","Large regions (TL2)","EL63","Western Greece","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,11033,,
"2","Large regions (TL2)","RO12","Center","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,68.47,,
"2","Large regions (TL2)","RO31","South - Muntenia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,87.59,,
"2","Large regions (TL2)","BG32","North Central","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14660,,
"2","Large regions (TL2)","BG33","North East","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14560,,
"2","Large regions (TL2)","FRY2","Martinique","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,1102,,
"2","Large regions (TL2)","FRY4","La Réunion","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,345.5,"P","Provisional value"
"2","Large regions (TL2)","FR1","Île-de-France","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,1019.4,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,58.69,,
"2","Large regions (TL2)","FRE","Hauts-de-France","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,188.42,,
"2","Large regions (TL2)","FRI","Nouvelle-Aquitaine","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,70.93,,
"2","Large regions (TL2)","HU11","Budapest","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,510,,
"2","Large regions (TL2)","AT32","Salzburg","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,78.3,,
"2","Large regions (TL2)","AT34","Vorarlberg","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2532,,
"2","Large regions (TL2)","AT34","Vorarlberg","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,154.72,,
"2","Large regions (TL2)","UKG","West Midlands","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,12998,,
"1","Country","LVA","Latvia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,63290,,
"2","Large regions (TL2)","NL21","Overijssel","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,342.5,,
"1","Country","POL","Poland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,307236,,
"1","Country","POL","Poland","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,123.61,,
"2","Large regions (TL2)","PL22","Silesia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,370.35,,
"2","Large regions (TL2)","ITG1","Sicily","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,195.59,,
"1","Country","PRT","Portugal","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,113.09,,
"2","Large regions (TL2)","SK03","Central Slovakia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,82.85,,
"2","Large regions (TL2)","CZ06","Southeast","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13706,,
"2","Large regions (TL2)","FI1D","Eastern and Northern Finland","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,6.33,,
"2","Large regions (TL2)","EL51","Eastern Macedonia, Thrace","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,42.97,,
"2","Large regions (TL2)","BG34","South East","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,19594,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,65.55,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,15406,,
"2","Large regions (TL2)","NL23","Flevoland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,1435,,
"2","Large regions (TL2)","UKK","South West England","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,234.01,,
"2","Large regions (TL2)","ITG1","Sicily","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,25702,,
"2","Large regions (TL2)","ITH1","Province of Bolzano-Bozen","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,71.61,,
"2","Large regions (TL2)","ITH2","Province of Trento","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,6156,,
"1","Country","SVK","Slovak Republic","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,111.76,,
"2","Large regions (TL2)","SK03","Central Slovakia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,16184,,
"2","Large regions (TL2)","SK04","East Slovakia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,15654,,
"2","Large regions (TL2)","ES22","Navarra","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,10347,,
"2","Large regions (TL2)","ES51","Catalonia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,234.29,,
"2","Large regions (TL2)","ES52","Valencia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,23135,,
"2","Large regions (TL2)","CH06","Central Switzerland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,4253,,
"2","Large regions (TL2)","EL52","Central Macedonia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,101.4,,
"2","Large regions (TL2)","EL63","Western Greece","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,59.77,,
"2","Large regions (TL2)","RO32","Bucharest - Ilfov","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,1754,,
"2","Large regions (TL2)","IE05","Southern","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,29389,,
"2","Large regions (TL2)","BE2","Flemish Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,488.48,,
"1","Country","LTU","Lithuania","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,44.84,,
"2","Large regions (TL2)","DEC","Saarland","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,387.6,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,64.44,,
"2","Large regions (TL2)","HU31","Northern Hungary","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,85.37,,
"1","Country","IRL","Ireland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,68655,,
"2","Large regions (TL2)","NL32","North Holland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2753,,
"2","Large regions (TL2)","NL41","North Brabant","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,4961,,
"2","Large regions (TL2)","NO02","Hedmark and Oppland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,50398,,
"2","Large regions (TL2)","PL42","West Pomerania","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,21849,,
"2","Large regions (TL2)","PL42","West Pomerania","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,76.84,,
"2","Large regions (TL2)","PL51","Lower Silesia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,19771,,
"2","Large regions (TL2)","ITF4","Apulia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,209.78,,
"2","Large regions (TL2)","ITI3","Marche","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,9385,,
"2","Large regions (TL2)","PL61","Kuyavian-Pomerania","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,117.19,,
"2","Large regions (TL2)","PT18","Alentejo","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,22.93,,
"2","Large regions (TL2)","DK03","Southern Denmark","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,11990,,
"2","Large regions (TL2)","FI1C","Southern Finland","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,36.77,,
"2","Large regions (TL2)","ES43","Extremadura","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,26.16,,
"2","Large regions (TL2)","ES61","Andalusia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,86781,,
"2","Large regions (TL2)","ES70","Canary Islands","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,7422,,
"2","Large regions (TL2)","SE22","South Sweden","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13898,,
"2","Large regions (TL2)","SE31","North Middle Sweden","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,13.39,,
"2","Large regions (TL2)","CH05","Eastern Switzerland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,11278,,
"2","Large regions (TL2)","BG41","South West","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,20228,,
"2","Large regions (TL2)","FRL","Provence-Alpes-Côte d’Azur","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,161.62,,
"2","Large regions (TL2)","PL72","Swietokrzyskie","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,11634,,
"1","Country","GBR","United Kingdom","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,242751,,
"2","Large regions (TL2)","UKH","East of England","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,19119,,
"2","Large regions (TL2)","DEB","Rhineland-Palatinate","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,206.62,,
"2","Large regions (TL2)","HU22","Western Transdanubia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,11190,,
"2","Large regions (TL2)","HU23","Southern Transdanubia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13763,,
"2","Large regions (TL2)","HU33","Southern Great Plain","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,18109,,
"2","Large regions (TL2)","NL12","Friesland","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,190.54,,
"2","Large regions (TL2)","NO05","Western Norway","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,18.99,,
"2","Large regions (TL2)","NO07","Northern Norway","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,108580,,
"2","Large regions (TL2)","PL21","Lesser Poland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,15031,,
"2","Large regions (TL2)","ITC2","Aosta Valley","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,38.89,,
"2","Large regions (TL2)","CZ03","Southwest","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,17141,,
"2","Large regions (TL2)","DK05","Northern Jutland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,7718,,
"2","Large regions (TL2)","EE00","Estonia","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,43466,,
"2","Large regions (TL2)","FI1D","Eastern and Northern Finland","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,203900,,
