,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14
79,Iran,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,5,18,29,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495,44605,47593,50468,53183,55743,58226,60500,62589,64586,66220,68192,70029,71686,73303,74877
80,Iran,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,5,18,29,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495,44605,47593,50468,53183,55743,58226,60500,62589,64586,66220,68192,70029,71686,73303,74877
81,Iran,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,3,13,11,14,18,34,44,106,143,205,385,523,835,586,591,1234,1076,743,595,881,958,1075,1289,1365,1209,1053,1178,1192,1046,1237,966,1028,1411,1762,2206,2389,2926,3076,2901,3186,3110,2988,2875,2715,2560,2483,2274,2089,1997,1634,1972,1837,1657,1617,1574
82,Iran,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,14,23,34,46,54,95,165,281,427,749,1144,1824,2278,2666,3710,4009,4238,4530,5020,5687,6370,7321,7779,8624,9142,9792,10516,11144,11466,11419,12040,12861,13964,15315,16715,18821,21212,23278,24827,27051,29084,30597,31954,32555,32612,32525,31678,30781,29801,28495,23725,23318,22735,22065
83,Iran,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,4,6,8,12,16,19,26,34,43,54,66,77,92,108,124,145,194,237,291,354,429,514,611,724,853,988,1135,1284,1433,1556,1685,1812,1934,2077,2234,2378,2517,2640,2757,2898,3036,3160,3294,3452,3603,3739,3872,3993,4110,4232,4357,4474,4585,4683
84,Iran,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,4,6,8,12,16,19,26,34,43,54,66,77,92,108,124,145,194,237,291,354,429,514,611,724,853,988,1135,1284,1433,1556,1685,1812,1934,2077,2234,2378,2517,2640,2757,2898,3036,3160,3294,3452,3603,3739,3872,3993,4110,4232,4357,4474,4585,4683
85,Iran,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,2,2,4,4,3,7,8,9,11,12,11,15,16,16,21,49,43,54,63,75,85,97,113,129,135,147,149,149,123,129,127,122,143,157,144,139,123,117,141,138,124,134,158,151,136,133,121,117,122,125,117,111,98
86,Iran,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,22,0,29,19,50,52,116,144,117,187,174,756,465,260,337,228,317,253,810,251,406,393,321,269,766,890,278,463,537,712,832,676,546,712,1520,745,817,1238,1224,1801,2275,2225,2803,2773,2497,3156,6482,1947,2089,2146
87,Iran,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,3,13,11,14,18,34,44,106,143,205,385,523,835,586,591,1234,1076,743,595,881,958,1075,1289,1365,1209,1053,1178,1192,1046,1237,966,1028,1411,1762,2206,2389,2926,3076,2901,3186,3110,2988,2875,2715,2560,2483,2274,2089,1997,1634,1972,1837,1657,1617,1574
88,Turkey,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,98,191,359,670,947,1236,1529,1872,2433,3629,5698,7402,9217,10827,13531,15679,18135,20921,23934,27069,30217,34109,38226,42282,47029,52167,56956,61049,65111
89,Turkey,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,98,191,359,670,947,1236,1529,1872,2433,3629,5698,7402,9217,10827,13531,15679,18135,20921,23934,27069,30217,34109,38226,42282,47029,52167,56956,61049,65111
90,Turkey,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,4,1,12,29,51,93,168,311,277,289,293,343,561,1196,2069,1704,1815,1610,2704,2148,2456,2786,3013,3135,3148,3892,4117,4056,4747,5138,4789,4093,4062
91,Turkey,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,97,189,355,661,926,1206,1492,1828,2348,3528,5564,7224,8981,10497,13074,15069,17364,20012,22647,25453,28242,31802,35568,39232,43600,48101,52312,55796,58909
92,Turkey,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9,21,30,37,44,59,75,92,108,131,168,214,277,356,425,501,574,649,725,812,908,1006,1101,1198,1296,1403
93,Turkey,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9,21,30,37,44,59,75,92,108,131,168,214,277,356,425,501,574,649,725,812,908,1006,1101,1198,1296,1403
94,Turkey,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,12,9,7,7,15,16,17,16,23,37,46,63,79,69,76,73,75,76,87,96,98,95,97,98,107
95,Belgium,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,22,49,108,168,199,238,266,310,395,555,684,881,1047,1219,1441,1609,2016,2485,3063,3254,3686,4212,5340,6137,7718,9046,9859,10374,11004,11842,12755,13901,14493,15196,16002,16482,17296,18080,18686,19584,19979,20094
96,Belgium,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,80,80,90.909999999999996589394868351519107818603515625,41.6700000000000017053025658242404460906982421875,31.1099999999999994315658113919198513031005859375,11.28999999999999914734871708787977695465087890625,15.3499999999999996447286321199499070644378662109375,20.300000000000000710542735760100185871124267578125,22.190000000000001278976924368180334568023681640625,18,20.92999999999999971578290569595992565155029296875,24.550000000000000710542735760100185871124267578125,24.5799999999999982946974341757595539093017578125,25.199999999999999289457264239899814128875732421875,24.92999999999999971578290569595992565155029296875,24.0799999999999982946974341757595539093017578125,25.14999999999999857891452847979962825775146484375,29.3599999999999994315658113919198513031005859375,27.969999999999998863131622783839702606201171875,28.839999999999999857891452847979962825775146484375,28.469999999999998863131622783839702606201171875,28.32000000000000028421709430404007434844970703125,27.839999999999999857891452847979962825775146484375,29.050000000000000710542735760100185871124267578125,32.8599999999999994315658113919198513031005859375,32.36999999999999744204615126363933086395263671875,32.82000000000000028421709430404007434844970703125,35.159999999999996589394868351519107818603515625,35.8599999999999994315658113919198513031005859375,35.77000000000000312638803734444081783294677734375,36.78999999999999914734871708787977695465087890625,37.71000000000000085265128291212022304534912109375
97,Belgium,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25,25,25,20,20,9.089999999999999857891452847979962825775146484375,58.3299999999999982946974341757595539093017578125,68.8900000000000005684341886080801486968994140625,88.7099999999999937472239253111183643341064453125,84.650000000000005684341886080801486968994140625,79.7000000000000028421709430404007434844970703125,77.81000000000000227373675443232059478759765625,82,79.06999999999999317878973670303821563720703125,75.4500000000000028421709430404007434844970703125,75.4200000000000017053025658242404460906982421875,74.7999999999999971578290569595992565155029296875,75.06999999999999317878973670303821563720703125,75.9200000000000017053025658242404460906982421875,74.849999999999994315658113919198513031005859375,70.6400000000000005684341886080801486968994140625,72.030000000000001136868377216160297393798828125,71.159999999999996589394868351519107818603515625,71.530000000000001136868377216160297393798828125,71.68000000000000682121026329696178436279296875,72.159999999999996589394868351519107818603515625,70.9500000000000028421709430404007434844970703125,67.1400000000000005684341886080801486968994140625,67.6299999999999954525264911353588104248046875,67.18000000000000682121026329696178436279296875,64.840000000000003410605131648480892181396484375,64.1400000000000005684341886080801486968994140625,64.2300000000000039790393202565610408782958984375,63.21000000000000085265128291212022304534912109375,62.28999999999999914734871708787977695465087890625
98,Belgium,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,15,23,50,109,169,200,239,267,314,399,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,4269,4937,6235,7284,9134,10836,11899,12775,13964,15348,16770,18431,19691,20814,22194,23403,24983,26667,28018,29647,30589,31119
99,Belgium,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,15,23,50,109,169,200,239,267,314,399,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,4269,4937,6235,7284,9134,10836,11899,12775,13964,15348,16770,18431,19691,20814,22194,23403,24983,26667,28018,29647,30589,31119
100,Belgium,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,27,59,60,31,39,28,47,85,160,130,197,172,185,243,309,462,558,586,342,526,668,1298,1049,1850,1702,1063,876,1189,1384,1422,1661,1260,1123,1380,1209,1580,1684,1351,1629,942,530
101,Belgium,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,22,49,108,168,199,238,266,310,395,555,684,881,1047,1219,1441,1609,2016,2485,3063,3254,3686,4212,5340,6137,7718,9046,9859,10374,11004,11842,12755,13901,14493,15196,16002,16482,17296,18080,18686,19584,19979,20094
102,Belgium,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,10,10,14,21,37,67,75,88,122,178,220,289,353,431,513,705,828,1011,1143,1283,1447,1632,2035,2240,2523,3019,3346,3600,3903,4157
103,Belgium,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,10,10,14,21,37,67,75,88,122,178,220,289,353,431,513,705,828,1011,1143,1283,1447,1632,2035,2240,2523,3019,3346,3600,3903,4157
104,Belgium,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,4,7,16,30,8,13,34,56,42,69,64,78,82,192,123,183,132,140,164,185,403,205,283,496,327,254,303,254
105,Belgium,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,134,39,59,0,138,60,86,128,183,205,296,168,169,436,363,377,375,504,235,171,524,483,404,418,477,244,161
106,Belgium,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,27,59,60,31,39,28,47,85,160,130,197,172,185,243,309,462,558,586,342,526,668,1298,1049,1850,1702,1063,876,1189,1384,1422,1661,1260,1123,1380,1209,1580,1684,1351,1629,942,530
107,Netherlands,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,128,188,265,321,382,503,614,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,7431,8603,9762,10866,11750,12595,13614,14697,15723,16627,17851,18803,19580,20549,21762,23097,24413,25587,26551,27419
108,Netherlands,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,128,188,265,321,382,503,614,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,7431,8603,9762,10866,11750,12595,13614,14697,15723,16627,17851,18803,19580,20549,21762,23097,24413,25587,26551,27419
109,Netherlands,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,1,5,3,8,5,15,44,46,60,77,56,61,121,111,190,155,176,278,292,346,409,534,637,573,545,811,852,1019,1172,1159,1104,884,845,1019,1083,1026,904,1224,952,777,969,1213,1335,1316,1174,964,868
110,Netherlands,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,10,18,23,38,82,127,187,262,317,378,498,607,792,945,1113,1387,1660,1991,2382,2886,3493,4023,4534,5282,6053,6994,8054,9120,9845,10636,11306,12191,13108,13986,14726,15835,16686,17229,18051,19116,20336,21520,22600,23478,24224
111,Netherlands,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,5,10,12,20,24,43,58,76,106,136,179,213,276,356,434,546,639,771,864,1039,1173,1339,1487,1651,1766,1867,2101,2248,2396,2511,2643,2737,2823,2945
112,Netherlands,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,5,10,12,20,24,43,58,76,106,136,179,213,276,356,434,546,639,771,864,1039,1173,1339,1487,1651,1766,1867,2101,2248,2396,2511,2643,2737,2823,2945
113,Netherlands,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,5,2,8,4,19,15,18,30,30,43,34,63,80,78,112,93,132,93,175,134,166,148,164,115,101,234,147,148,115,132,94,86,122
114,Canada,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,7,8,8,9,11,12,16,20,20,23,27,29,46,52,58,68,86,100,130,186,240,329,426,578,706,850,1061,1295,1436,1747,2654,3188,3776,4348,5199,5682,6266,7269,7881,9131,9981,11086,12290,12728,13488,14463,14945,15566,16237,16494,17144,17925
115,Canada,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1099999999999994315658113919198513031005859375,11.1099999999999994315658113919198513031005859375,10,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,26.6700000000000017053025658242404460906982421875,40,42.8599999999999994315658113919198513031005859375,52.1700000000000017053025658242404460906982421875,46.14999999999999857891452847979962825775146484375,57.5799999999999982946974341757595539093017578125,58.82000000000000028421709430404007434844970703125,6.980000000000000426325641456060111522674560546875,18.839999999999999857891452847979962825775146484375,16.28999999999999914734871708787977695465087890625,14.6099999999999994315658113919198513031005859375,13.449999999999999289457264239899814128875732421875,13.160000000000000142108547152020037174224853515625,10.1899999999999995026200849679298698902130126953125,7.53000000000000024868995751603506505489349365234375,7.519999999999999573674358543939888477325439453125,6.160000000000000142108547152020037174224853515625,8.03999999999999914734871708787977695465087890625,8.6899999999999995026200849679298698902130126953125,8.1699999999999999289457264239899814128875732421875,8.6899999999999995026200849679298698902130126953125,8.199999999999999289457264239899814128875732421875,8.6400000000000005684341886080801486968994140625,8.5800000000000000710542735760100185871124267578125,8.75,8.6400000000000005684341886080801486968994140625,9.2200000000000006394884621840901672840118408203125,9.089999999999999857891452847979962825775146484375,9.1400000000000005684341886080801486968994140625,9.8800000000000007815970093361102044582366943359375
116,Canada,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88.8900000000000005684341886080801486968994140625,88.8900000000000005684341886080801486968994140625,90,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,73.3299999999999982946974341757595539093017578125,60,57.1400000000000005684341886080801486968994140625,47.8299999999999982946974341757595539093017578125,53.85000000000000142108547152020037174224853515625,42.4200000000000017053025658242404460906982421875,41.17999999999999971578290569595992565155029296875,93.0199999999999960209606797434389591217041015625,81.159999999999996589394868351519107818603515625,83.7099999999999937472239253111183643341064453125,85.3900000000000005684341886080801486968994140625,86.5499999999999971578290569595992565155029296875,86.840000000000003410605131648480892181396484375,89.81000000000000227373675443232059478759765625,92.469999999999998863131622783839702606201171875,92.4800000000000039790393202565610408782958984375,93.840000000000003410605131648480892181396484375,91.9599999999999937472239253111183643341064453125,91.31000000000000227373675443232059478759765625,91.8299999999999982946974341757595539093017578125,91.31000000000000227373675443232059478759765625,91.7999999999999971578290569595992565155029296875,91.3599999999999994315658113919198513031005859375,91.4200000000000017053025658242404460906982421875,91.25,91.3599999999999994315658113919198513031005859375,90.780000000000001136868377216160297393798828125,90.909999999999996589394868351519107818603515625,90.8599999999999994315658113919198513031005859375,90.1200000000000045474735088646411895751953125
117,Canada,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,9,9,10,11,11,12,14,15,20,24,27,30,34,37,54,60,66,77,95,110,142,198,252,341,441,598,727,873,1087,1328,1470,2091,2792,3409,4043,4757,5655,6320,7448,8612,9731,11283,12375,13912,15512,16667,17897,19438,20765,22148,23318,24383,25680,27063
118,Canada,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,9,9,10,11,11,12,14,15,20,24,27,30,34,37,54,60,66,77,95,110,142,198,252,341,441,598,727,873,1087,1328,1470,2091,2792,3409,4043,4757,5655,6320,7448,8612,9731,11283,12375,13912,15512,16667,17897,19438,20765,22148,23318,24383,25680,27063
119,Canada,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,1,0,1,1,0,1,2,1,5,4,3,3,4,3,17,6,6,11,18,15,32,56,54,89,100,157,129,146,214,241,142,621,701,617,634,714,898,665,1128,1164,1119,1552,1092,1537,1600,1155,1230,1541,1327,1383,1170,1065,1297,1383
120,Canada,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,7,8,8,9,11,12,16,20,20,23,27,29,46,52,58,68,86,100,130,186,240,329,426,578,706,850,1061,1295,1436,1747,2654,3188,3776,4348,5199,5682,6266,7269,7881,9131,9981,11086,12290,12728,13488,14463,14945,15566,16237,16494,17144,17925
121,Canada,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,8,9,12,12,19,20,24,26,36,39,55,60,65,89,101,114,173,208,231,280,323,381,427,509,569,653,717,780,903
122,Canada,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,8,9,12,12,19,20,24,26,36,39,55,60,65,89,101,114,173,208,231,280,323,381,427,509,569,653,717,780,903
123,Canada,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,3,0,7,1,4,2,10,3,16,5,5,24,12,13,59,35,23,49,43,58,46,82,60,84,64,63,123
124,Canada,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,-1,3,0,0,306,-208,73,43,126,42,177,520,149,494,243,207,409,347,674,412,520,763,702,415,744,584,479
125,Canada,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,1,0,1,1,0,1,2,1,5,4,3,3,4,3,17,6,6,11,18,15,32,56,54,89,100,157,129,146,214,241,142,621,701,617,634,714,898,665,1128,1164,1119,1552,1092,1537,1600,1155,1230,1541,1327,1383,1170,1065,1297,1383
126,Switzerland,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,24,30,58,93,120,214,268,332,374,497,652,868,1139,1375,2217,2353,2742,3115,4222,5615,6863,7474,8795,9877,10897,11811,12928,14076,14829,15922,16605,17768,18827,19606,20505,21100,21657,22253,23280,24051,24551,25107,25415,25688,25936
127,Switzerland,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,24,30,58,93,120,214,268,332,374,497,652,868,1139,1375,2217,2353,2742,3115,4222,5615,6863,7474,8795,9877,10897,11811,12928,14076,14829,15922,16605,17768,18827,19606,20505,21100,21657,22253,23280,24051,24551,25107,25415,25688,25936
128,Switzerland,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,7,7,4,5,6,28,35,27,94,54,64,42,123,155,216,271,236,842,136,389,373,1107,1393,1248,611,1321,1082,1020,914,1117,1148,753,1093,683,1163,1059,779,899,595,557,596,1027,771,500,556,308,273,248
129,Switzerland,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,23,29,56,90,116,210,264,327,369,491,644,857,1124,1358,2199,2330,2700,3067,4164,5544,6652,7245,8544,9624,10613,11488,11167,12282,12934,13740,14349,14313,14278,14169,13424,13970,12836,12728,12585,12503,12449,11971,11609,10850,11062
130,Switzerland,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,7,11,13,14,19,27,33,43,56,80,98,120,122,153,192,231,264,300,359,433,488,536,591,666,715,765,821,895,948,1002,1036,1106,1138,1174
131,Switzerland,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,7,11,13,14,19,27,33,43,56,80,98,120,122,153,192,231,264,300,359,433,488,536,591,666,715,765,821,895,948,1002,1036,1106,1138,1174
132,Switzerland,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,4,2,1,5,8,6,10,13,24,18,22,2,31,39,39,33,36,59,74,55,48,55,75,49,50,56,74,53,54,34,70,32,36
133,Brazil,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,8,13,19,25,25,34,52,77,150,150,198,232,343,523,631,957,1158,1519,1888,2199,2493,2902,3319,3784,4114,4347,5389,6511,7593,8704,9788,10641,11492,13221,15241,17018,18548,19649,20796,21929,9704
134,Brazil,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,0,0,0,33.3299999999999982946974341757595539093017578125,66.6700000000000017053025658242404460906982421875,77.780000000000001136868377216160297393798828125,84.6200000000000045474735088646411895751953125,90,92.590000000000003410605131648480892181396484375,94.43999999999999772626324556767940521240234375,95.8299999999999982946974341757595539093017578125,96.719999999999998863131622783839702606201171875,92.7699999999999960209606797434389591217041015625,93.8799999999999954525264911353588104248046875,95,95.7699999999999960209606797434389591217041015625,57.60000000000000142108547152020037174224853515625,61.280000000000001136868377216160297393798828125,65.5799999999999982946974341757595539093017578125,71.840000000000003410605131648480892181396484375,74.0799999999999982946974341757595539093017578125,77.7999999999999971578290569595992565155029296875,79.280000000000001136868377216160297393798828125,81.6200000000000045474735088646411895751953125,84.3799999999999954525264911353588104248046875,86.590000000000003410605131648480892181396484375,84.650000000000005684341886080801486968994140625,86.06000000000000227373675443232059478759765625,86.81999999999999317878973670303821563720703125,87.6099999999999994315658113919198513031005859375,88.469999999999998863131622783839702606201171875,9.8499999999999996447286321199499070644378662109375
135,Brazil,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""",100,100,100,100,66.6700000000000017053025658242404460906982421875,33.3299999999999982946974341757595539093017578125,22.219999999999998863131622783839702606201171875,15.3800000000000007815970093361102044582366943359375,10,7.410000000000000142108547152020037174224853515625,5.55999999999999960920149533194489777088165283203125,4.1699999999999999289457264239899814128875732421875,3.279999999999999804600747665972448885440826416015625,7.230000000000000426325641456060111522674560546875,6.12000000000000010658141036401502788066864013671875,5,4.230000000000000426325641456060111522674560546875,42.39999999999999857891452847979962825775146484375,38.719999999999998863131622783839702606201171875,34.4200000000000017053025658242404460906982421875,28.160000000000000142108547152020037174224853515625,25.9200000000000017053025658242404460906982421875,22.199999999999999289457264239899814128875732421875,20.719999999999998863131622783839702606201171875,18.379999999999999005240169935859739780426025390625,15.6199999999999992184029906638897955417633056640625,13.410000000000000142108547152020037174224853515625,15.3499999999999996447286321199499070644378662109375,13.9399999999999995026200849679298698902130126953125,13.17999999999999971578290569595992565155029296875,12.3900000000000005684341886080801486968994140625,11.5299999999999993605115378159098327159881591796875,90.150000000000005684341886080801486968994140625
