,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14
0,USA,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,10,40,50,55,57.1400000000000005684341886080801486968994140625,50,55.88000000000000255795384873636066913604736328125,59.46000000000000085265128291212022304534912109375,63.409999999999996589394868351519107818603515625,66.6700000000000017053025658242404460906982421875,71.7000000000000028421709430404007434844970703125,83.6700000000000017053025658242404460906982421875,84.2099999999999937472239253111183643341064453125,53.77000000000000312638803734444081783294677734375,53.49000000000000198951966012828052043914794921875,53.7000000000000028421709430404007434844970703125,50.68999999999999772626324556767940521240234375,56.82000000000000028421709430404007434844970703125,64.9800000000000039790393202565610408782958984375,62.96000000000000085265128291212022304534912109375,63.36999999999999744204615126363933086395263671875,69.5799999999999982946974341757595539093017578125,64.8799999999999954525264911353588104248046875,66.2999999999999971578290569595992565155029296875,71.2900000000000062527760746888816356658935546875,40.6400000000000005684341886080801486968994140625,39.86999999999999744204615126363933086395263671875,40.469999999999998863131622783839702606201171875,36.06000000000000227373675443232059478759765625,36.219999999999998863131622783839702606201171875,35.75999999999999801048033987171947956085205078125,36.39999999999999857891452847979962825775146484375,36.72999999999999687361196265555918216705322265625,36.57000000000000028421709430404007434844970703125,36.2000000000000028421709430404007434844970703125,34.77000000000000312638803734444081783294677734375,35.43999999999999772626324556767940521240234375,37.03999999999999914734871708787977695465087890625,39.280000000000001136868377216160297393798828125,39.18999999999999772626324556767940521240234375,40.7000000000000028421709430404007434844970703125,40.32000000000000028421709430404007434844970703125,40.38000000000000255795384873636066913604736328125,39.02000000000000312638803734444081783294677734375,40.14999999999999857891452847979962825775146484375
1,USA,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.5,90,60,50,45,42.8599999999999994315658113919198513031005859375,50,44.11999999999999744204615126363933086395263671875,40.53999999999999914734871708787977695465087890625,36.590000000000003410605131648480892181396484375,33.3299999999999982946974341757595539093017578125,28.300000000000000710542735760100185871124267578125,16.3299999999999982946974341757595539093017578125,15.78999999999999914734871708787977695465087890625,46.22999999999999687361196265555918216705322265625,46.50999999999999801048033987171947956085205078125,46.2999999999999971578290569595992565155029296875,49.31000000000000227373675443232059478759765625,43.17999999999999971578290569595992565155029296875,35.02000000000000312638803734444081783294677734375,37.03999999999999914734871708787977695465087890625,36.63000000000000255795384873636066913604736328125,30.4200000000000017053025658242404460906982421875,35.11999999999999744204615126363933086395263671875,33.7000000000000028421709430404007434844970703125,28.71000000000000085265128291212022304534912109375,59.3599999999999994315658113919198513031005859375,60.13000000000000255795384873636066913604736328125,59.530000000000001136868377216160297393798828125,63.93999999999999772626324556767940521240234375,63.780000000000001136868377216160297393798828125,64.2399999999999948840923025272786617279052734375,63.60000000000000142108547152020037174224853515625,63.27000000000000312638803734444081783294677734375,63.42999999999999971578290569595992565155029296875,63.7999999999999971578290569595992565155029296875,65.2300000000000039790393202565610408782958984375,64.56000000000000227373675443232059478759765625,62.96000000000000085265128291212022304534912109375,60.719999999999998863131622783839702606201171875,60.81000000000000227373675443232059478759765625,59.2999999999999971578290569595992565155029296875,59.67999999999999971578290569595992565155029296875,59.61999999999999744204615126363933086395263671875,60.97999999999999687361196265555918216705322265625,59.85000000000000142108547152020037174224853515625
2,USA,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,35,35,35,53,57,60,60,63,68,75,100,124,158,221,319,435,541,704,994,1301,1630,2183,2770,3613,4596,6346,9296,13865,19497,24345,33745,44056,55222,68673,86061,104804,124256,144321,165053,189967,216622,246729,279183,313379,338779,370019,403521,435518,469124,502876,532879,560300,586941,613886
3,USA,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,35,35,35,53,57,60,60,63,68,75,100,124,158,221,319,435,541,704,994,1301,1630,2183,2770,3613,4596,6346,9296,13865,19497,24345,33745,44056,55222,68673,86061,104804,124256,144321,165053,189967,216622,246729,279183,313379,338779,370019,403521,435518,469124,502876,532879,560300,586941,613886
4,USA,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,20,0,0,18,4,3,0,3,5,7,25,24,34,63,98,116,106,163,290,307,329,553,587,843,983,1750,2950,4569,5632,4848,9400,10311,11166,13451,17388,18743,19452,20065,20732,24914,26655,30107,32454,34196,25400,31240,33502,31997,33606,33752,30003,27421,26641,26945
5,USA,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,10,29,29,28,48,51,54,54,57,60,65,85,106,138,200,289,401,504,663,949,1248,1581,2126,2664,3484,4434,6129,9032,13548,19092,23870,33150,43199,54044,67231,82872,100548,118766,137133,156355,178601,202573,230155,259663,289987,311068,339277,368778,397816,426484,456815,481849,505561,526353,549019
6,USA,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,9,11,12,15,19,22,26,30,38,41,48,57,69,87,110,150,206,255,301,414,556,781,1028,1296,1697,2222,2592,3150,4064,5114,6088,7139,8469,9636,10895,12868,14811,16712,18747,20577,22105,23640,26047
7,USA,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,9,11,12,15,19,22,26,30,38,41,48,57,69,87,110,150,206,255,301,414,556,781,1028,1296,1697,2222,2592,3150,4064,5114,6088,7139,8469,9636,10895,12868,14811,16712,18747,20577,22105,23640,26047
8,USA,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,1,3,4,3,4,4,8,3,7,9,12,18,23,40,56,49,46,113,142,225,247,268,401,525,370,558,914,1050,974,1051,1330,1167,1259,1973,1943,1901,2035,1830,1528,1535,2407
9,Spain,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,7,11,23,31,56,82,118,162,224,276,387,485,625,1169,1524,2039,2871,4906,5678,7177,9070,10265,13050,16139,18890,21990,24421,29470,35273,40501,46406,51224,54968,58598,63460,68200,72084,74974,77488,80002,80925,82897,84689,85407,85610,86524,87312,87231,87616,88301
10,Spain,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3299999999999982946974341757595539093017578125,50,50,57.1400000000000005684341886080801486968994140625,25,34.68999999999999772626324556767940521240234375,48.3900000000000005684341886080801486968994140625,21.050000000000000710542735760100185871124267578125,23.1099999999999994315658113919198513031005859375,31.269999999999999573674358543939888477325439453125,40.7999999999999971578290569595992565155029296875,27.489999999999998436805981327779591083526611328125,36.25,39.219999999999998863131622783839702606201171875,34.1400000000000005684341886080801486968994140625,37.1099999999999994315658113919198513031005859375,42.88000000000000255795384873636066913604736328125,40.77000000000000312638803734444081783294677734375,39.3900000000000005684341886080801486968994140625,40.75999999999999801048033987171947956085205078125,40.78999999999999914734871708787977695465087890625,44.0799999999999982946974341757595539093017578125,40.46000000000000085265128291212022304534912109375,38.3599999999999994315658113919198513031005859375,35.4500000000000028421709430404007434844970703125,32.75,31.620000000000000994759830064140260219573974609375,31.5,30.530000000000001136868377216160297393798828125,29.300000000000000710542735760100185871124267578125,27.89999999999999857891452847979962825775146484375,26.85000000000000142108547152020037174224853515625,25.879999999999999005240169935859739780426025390625,24.9200000000000017053025658242404460906982421875,24.809999999999998721023075631819665431976318359375,24.530000000000001136868377216160297393798828125,23.550000000000000710542735760100185871124267578125,22.85000000000000142108547152020037174224853515625,22.410000000000000142108547152020037174224853515625,21.92999999999999971578290569595992565155029296875,21.620000000000000994759830064140260219573974609375,21.530000000000001136868377216160297393798828125,21.28999999999999914734871708787977695465087890625
11,Spain,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.6700000000000017053025658242404460906982421875,50,50,42.8599999999999994315658113919198513031005859375,75,65.31000000000000227373675443232059478759765625,51.6099999999999994315658113919198513031005859375,78.9500000000000028421709430404007434844970703125,76.8900000000000005684341886080801486968994140625,68.7300000000000039790393202565610408782958984375,59.2000000000000028421709430404007434844970703125,72.5100000000000051159076974727213382720947265625,63.75,60.780000000000001136868377216160297393798828125,65.8599999999999994315658113919198513031005859375,62.8900000000000005684341886080801486968994140625,57.11999999999999744204615126363933086395263671875,59.22999999999999687361196265555918216705322265625,60.6099999999999994315658113919198513031005859375,59.24000000000000198951966012828052043914794921875,59.21000000000000085265128291212022304534912109375,55.9200000000000017053025658242404460906982421875,59.53999999999999914734871708787977695465087890625,61.6400000000000005684341886080801486968994140625,64.5499999999999971578290569595992565155029296875,67.25,68.3799999999999954525264911353588104248046875,68.5,69.469999999999998863131622783839702606201171875,70.7000000000000028421709430404007434844970703125,72.099999999999994315658113919198513031005859375,73.150000000000005684341886080801486968994140625,74.1200000000000045474735088646411895751953125,75.0799999999999982946974341757595539093017578125,75.18999999999999772626324556767940521240234375,75.469999999999998863131622783839702606201171875,76.4500000000000028421709430404007434844970703125,77.150000000000005684341886080801486968994140625,77.590000000000003410605131648480892181396484375,78.06999999999999317878973670303821563720703125,78.3799999999999954525264911353588104248046875,78.469999999999998863131622783839702606201171875,78.7099999999999937472239253111183643341064453125
12,Spain,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,9,13,25,33,58,84,120,165,228,282,401,525,674,1231,1695,2277,3146,5232,6391,7988,9942,11826,14769,18077,21571,25496,28768,35136,42058,49515,57786,65719,73235,80110,87956,95923,104118,112065,119199,126168,131646,136675,141942,148220,153222,158273,163027,166831,170099,174060
13,Spain,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,9,13,25,33,58,84,120,165,228,282,401,525,674,1231,1695,2277,3146,5232,6391,7988,9942,11826,14769,18077,21571,25496,28768,35136,42058,49515,57786,65719,73235,80110,87956,95923,104118,112065,119199,126168,131646,136675,141942,148220,153222,158273,163027,166831,170099,174060
14,Spain,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,1,6,4,12,8,25,26,36,45,63,54,119,124,149,557,464,582,869,2086,1159,1597,1954,1884,2943,3308,3494,3925,3272,6368,6922,7457,8271,7933,7516,6875,7846,7967,8195,7947,7134,6969,5478,5029,5267,6278,5002,5051,4754,3804,3268,3961
15,Spain,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,7,11,23,31,56,82,118,162,224,276,387,485,625,1169,1524,2039,2871,4906,5678,7177,9070,10265,13050,16139,18890,21990,24421,29470,35273,40501,46406,51224,54968,58598,63460,68200,72084,74974,77488,80002,80925,82897,84689,85407,85610,86524,87312,87231,87616,88301
16,Spain,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,10,17,30,36,55,86,133,196,294,342,533,638,831,1093,1381,1772,2311,2991,3647,4365,5138,5982,6803,7716,8464,9387,10348,11198,11947,12641,13341,14045,14792,15447,16081,16606,17209,17756,18255
17,Spain,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,10,17,30,36,55,86,133,196,294,342,533,638,831,1093,1381,1772,2311,2991,3647,4365,5138,5982,6803,7716,8464,9387,10348,11198,11947,12641,13341,14045,14792,15447,16081,16606,17209,17756,18255
18,Spain,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,7,13,6,19,31,47,63,98,48,191,105,193,262,288,391,539,680,656,718,773,844,821,913,748,923,961,850,749,694,700,704,747,655,634,525,603,547,499
19,Spain,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,2,0,103,48,6,4,324,0,13,498,53,26,481,537,450,780,439,1573,1648,2342,2928,2424,2071,2479,3388,4096,3770,3706,3861,2357,2771,4813,4144,3503,3441,3282,2336,2777
20,Spain,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,1,6,4,12,8,25,26,36,45,63,54,119,124,149,557,464,582,869,2086,1159,1597,1954,1884,2943,3308,3494,3925,3272,6368,6922,7457,8271,7933,7516,6875,7846,7967,8195,7947,7134,6969,5478,5029,5267,6278,5002,5051,4754,3804,3268,3961
21,Italy,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,19,75,152,221,310,455,593,822,1049,1577,1835,2263,2706,3296,3916,5061,6387,7985,8514,10590,12839,14955,17750,20603,23073,26062,28710,33190,37860,42681,46638,50418,54030,57521,62013,66414,70065,73880,75528,77635,80572,83049,85388,88274,91246,93187,94067,95262,96877,98273,100269,102253,103616,104291
22,Italy,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"""nan""","""nan""",50,50,60,87.5,84.6200000000000045474735088646411895751953125,80,27.4200000000000017053025658242404460906982421875,31.339999999999999857891452847979962825775146484375,36.71000000000000085265128291212022304534912109375,33.06000000000000227373675443232059478759765625,25.870000000000000994759830064140260219573974609375,33.0499999999999971578290569595992565155029296875,27.940000000000001278976924368180334568023681640625,26.3299999999999982946974341757595539093017578125,27.3599999999999994315658113919198513031005859375,28.35000000000000142108547152020037174224853515625,37.03999999999999914734871708787977695465087890625,39.00999999999999801048033987171947956085205078125,38.590000000000003410605131648480892181396484375,44.17999999999999971578290569595992565155029296875,44.67999999999999971578290569595992565155029296875,46.7999999999999971578290569595992565155029296875,42.2999999999999971578290569595992565155029296875,43.64999999999999857891452847979962825775146484375,43.97999999999999687361196265555918216705322265625,45.97999999999999687361196265555918216705322265625,42.52000000000000312638803734444081783294677734375,43.39999999999999857891452847979962825775146484375,44.00999999999999801048033987171947956085205078125,44.280000000000001136868377216160297393798828125,43.81000000000000227373675443232059478759765625,44.97999999999999687361196265555918216705322265625,45.030000000000001136868377216160297393798828125,44.49000000000000198951966012828052043914794921875,44.219999999999998863131622783839702606201171875,45.47999999999999687361196265555918216705322265625,44.72999999999999687361196265555918216705322265625,45.27000000000000312638803734444081783294677734375,44.219999999999998863131622783839702606201171875,44.1400000000000005684341886080801486968994140625,43.85000000000000142108547152020037174224853515625,43.219999999999998863131622783839702606201171875,42.63000000000000255795384873636066913604736328125,42.25,42.1400000000000005684341886080801486968994140625,41.97999999999999687361196265555918216705322265625,41.25,40.00999999999999801048033987171947956085205078125,39.10000000000000142108547152020037174224853515625,38.22999999999999687361196265555918216705322265625,37.43999999999999772626324556767940521240234375,36.780000000000001136868377216160297393798828125,36.6099999999999994315658113919198513031005859375,36.2000000000000028421709430404007434844970703125
23,Italy,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"""nan""","""nan""",50,50,40,12.5,15.3800000000000007815970093361102044582366943359375,20,72.5799999999999982946974341757595539093017578125,68.659999999999996589394868351519107818603515625,63.28999999999999914734871708787977695465087890625,66.93999999999999772626324556767940521240234375,74.1299999999999954525264911353588104248046875,66.9500000000000028421709430404007434844970703125,72.06000000000000227373675443232059478759765625,73.6700000000000017053025658242404460906982421875,72.6400000000000005684341886080801486968994140625,71.650000000000005684341886080801486968994140625,62.96000000000000085265128291212022304534912109375,60.99000000000000198951966012828052043914794921875,61.409999999999996589394868351519107818603515625,55.82000000000000028421709430404007434844970703125,55.32000000000000028421709430404007434844970703125,53.2000000000000028421709430404007434844970703125,57.7000000000000028421709430404007434844970703125,56.35000000000000142108547152020037174224853515625,56.02000000000000312638803734444081783294677734375,54.02000000000000312638803734444081783294677734375,57.47999999999999687361196265555918216705322265625,56.60000000000000142108547152020037174224853515625,55.99000000000000198951966012828052043914794921875,55.719999999999998863131622783839702606201171875,56.18999999999999772626324556767940521240234375,55.02000000000000312638803734444081783294677734375,54.969999999999998863131622783839702606201171875,55.50999999999999801048033987171947956085205078125,55.780000000000001136868377216160297393798828125,54.52000000000000312638803734444081783294677734375,55.27000000000000312638803734444081783294677734375,54.72999999999999687361196265555918216705322265625,55.780000000000001136868377216160297393798828125,55.8599999999999994315658113919198513031005859375,56.14999999999999857891452847979962825775146484375,56.780000000000001136868377216160297393798828125,57.36999999999999744204615126363933086395263671875,57.75,57.8599999999999994315658113919198513031005859375,58.02000000000000312638803734444081783294677734375,58.75,59.99000000000000198951966012828052043914794921875,60.89999999999999857891452847979962825775146484375,61.77000000000000312638803734444081783294677734375,62.56000000000000227373675443232059478759765625,63.219999999999998863131622783839702606201171875,63.3900000000000005684341886080801486968994140625,63.7999999999999971578290569595992565155029296875
24,Italy,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,21,79,157,229,323,470,655,889,1128,1701,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,15113,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,80589,86498,92472,97689,101739,105792,110574,115242,119827,124632,128948,132547,135586,139422,143626,147577,152271,156363,159516,162488
25,Italy,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,21,79,157,229,323,470,655,889,1128,1701,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,15113,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,80589,86498,92472,97689,101739,105792,110574,115242,119827,124632,128948,132547,135586,139422,143626,147577,152271,156363,159516,162488
26,Italy,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,1,17,58,78,72,94,147,185,234,239,573,335,466,587,769,778,1247,1492,1797,977,2313,2651,2547,3497,3590,3233,3526,4207,5322,5986,6557,5560,4789,5249,5210,6203,5909,5974,5217,4050,4053,4782,4668,4585,4805,4316,3599,3039,3836,4204,3951,4694,4092,3153,2972
27,Italy,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,19,75,152,221,310,455,593,822,1049,1577,1835,2263,2706,3296,3916,5061,6387,7985,8514,10590,12839,14955,17750,20603,23073,26062,28710,33190,37860,42681,46638,50418,54030,57521,62013,66414,70065,73880,75528,77635,80572,83049,85388,88274,91246,93187,94067,95262,96877,98273,100269,102253,103616,104291
28,Italy,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,3,7,11,12,17,21,29,41,52,79,107,148,197,233,366,463,631,827,1016,1266,1441,1809,2158,2503,2978,3405,4032,4825,5476,6077,6820,7503,8215,9134,10023,10779,11591,12428,13155,13915,14681,15362,15887,16523,17127,17669,18279,18849,19468,19899,20465,21067
29,Italy,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,3,7,11,12,17,21,29,41,52,79,107,148,197,233,366,463,631,827,1016,1266,1441,1809,2158,2503,2978,3405,4032,4825,5476,6077,6820,7503,8215,9134,10023,10779,11591,12428,13155,13915,14681,15362,15887,16523,17127,17669,18279,18849,19468,19899,20465,21067
30,Italy,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,4,4,1,5,4,8,12,11,27,28,41,49,36,133,97,168,196,189,250,175,368,349,345,475,427,627,793,651,601,743,683,712,919,889,756,812,837,727,760,766,681,525,636,604,542,610,570,619,431,566,602
31,Italy,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,-1,1,1,42,1,4,33,66,11,116,138,109,66,33,102,280,41,213,181,527,369,414,192,1084,415,689,943,952,408,894,1036,999,589,1434,646,1590,1109,1118,1431,1480,1238,819,1022,1555,2099,1979,1985,2079,1677,1224,1695
32,Italy,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,1,17,58,78,72,94,147,185,234,239,573,335,466,587,769,778,1247,1492,1797,977,2313,2651,2547,3497,3590,3233,3526,4207,5322,5986,6557,5560,4789,5249,5210,6203,5909,5974,5217,4050,4053,4782,4668,4585,4805,4316,3599,3039,3836,4204,3951,4694,4092,3153,2972
33,France,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,4,4,4,4,1,1,0,2,5,25,44,86,116,176,196,269,404,632,921,1178,1370,1739,2221,2803,3570,4396,5284,6473,6953,8268,9328,10575,12310,13144,16796,17923,20002,22511,25269,29561,30366,33599,39161,42022,41290,61650,66955,68578,71849,79404,80827,82333,86740,89431,91012,94094,98769
34,France,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,20,20,16.6700000000000017053025658242404460906982421875,12.5,12.5,12.5,12.5,9.089999999999999857891452847979962825775146484375,9.089999999999999857891452847979962825775146484375,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,15.3800000000000007815970093361102044582366943359375,15.3800000000000007815970093361102044582366943359375,15.3800000000000007815970093361102044582366943359375,14.28999999999999914734871708787977695465087890625,14.28999999999999914734871708787977695465087890625,20,25,25,36.840000000000003410605131648480892181396484375,42.8599999999999994315658113919198513031005859375,57.1400000000000005684341886080801486968994140625,61.28999999999999914734871708787977695465087890625,71.43000000000000682121026329696178436279296875,73.3299999999999982946974341757595539093017578125,80,83.56000000000000227373675443232059478759765625,86.81000000000000227373675443232059478759765625,88.349999999999994315658113919198513031005859375,91.3700000000000045474735088646411895751953125,92.5,22.519999999999999573674358543939888477325439453125,30.480000000000000426325641456060111522674560546875,22.32000000000000028421709430404007434844970703125,22.089999999999999857891452847979962825775146484375,26.14999999999999857891452847979962825775146484375,23.449999999999999289457264239899814128875732421875,28.10000000000000142108547152020037174224853515625,25.1099999999999994315658113919198513031005859375,25.440000000000001278976924368180334568023681640625,25.530000000000001136868377216160297393798828125,25.92999999999999971578290569595992565155029296875,28.870000000000000994759830064140260219573974609375,26.57000000000000028421709430404007434844970703125,27.6099999999999994315658113919198513031005859375,27.1700000000000017053025658242404460906982421875,26.940000000000001278976924368180334568023681640625,30.239999999999998436805981327779591083526611328125,31.719999999999998863131622783839702606201171875,32.86999999999999744204615126363933086395263671875,33.2999999999999971578290569595992565155029296875,34.06000000000000227373675443232059478759765625,34.82000000000000028421709430404007434844970703125,33.840000000000003410605131648480892181396484375,34.47999999999999687361196265555918216705322265625,34.6099999999999994315658113919198513031005859375,34.3900000000000005684341886080801486968994140625,34.61999999999999744204615126363933086395263671875,35.06000000000000227373675443232059478759765625,35.32000000000000028421709430404007434844970703125
35,France,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,80,80,83.3299999999999982946974341757595539093017578125,87.5,87.5,87.5,87.5,90.909999999999996589394868351519107818603515625,90.909999999999996589394868351519107818603515625,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,84.6200000000000045474735088646411895751953125,84.6200000000000045474735088646411895751953125,84.6200000000000045474735088646411895751953125,85.7099999999999937472239253111183643341064453125,85.7099999999999937472239253111183643341064453125,80,75,75,63.159999999999996589394868351519107818603515625,57.1400000000000005684341886080801486968994140625,42.8599999999999994315658113919198513031005859375,38.71000000000000085265128291212022304534912109375,28.57000000000000028421709430404007434844970703125,26.6700000000000017053025658242404460906982421875,20,16.440000000000001278976924368180334568023681640625,13.1899999999999995026200849679298698902130126953125,11.6500000000000003552713678800500929355621337890625,8.6300000000000007815970093361102044582366943359375,7.5,77.4800000000000039790393202565610408782958984375,69.5199999999999960209606797434389591217041015625,77.68000000000000682121026329696178436279296875,77.909999999999996589394868351519107818603515625,73.849999999999994315658113919198513031005859375,76.5499999999999971578290569595992565155029296875,71.900000000000005684341886080801486968994140625,74.8900000000000005684341886080801486968994140625,74.56000000000000227373675443232059478759765625,74.469999999999998863131622783839702606201171875,74.06999999999999317878973670303821563720703125,71.1299999999999954525264911353588104248046875,73.43000000000000682121026329696178436279296875,72.3900000000000005684341886080801486968994140625,72.8299999999999982946974341757595539093017578125,73.06000000000000227373675443232059478759765625,69.7600000000000051159076974727213382720947265625,68.280000000000001136868377216160297393798828125,67.1299999999999954525264911353588104248046875,66.7000000000000028421709430404007434844970703125,65.93999999999999772626324556767940521240234375,65.18000000000000682121026329696178436279296875,66.159999999999996589394868351519107818603515625,65.5199999999999960209606797434389591217041015625,65.3900000000000005684341886080801486968994140625,65.6099999999999994315658113919198513031005859375,65.3799999999999954525264911353588104248046875,64.93999999999999772626324556767940521240234375,64.68000000000000682121026329696178436279296875
36,France,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,14,18,38,57,100,130,191,212,285,423,653,949,1209,1412,1784,2281,2876,3661,4499,5423,6633,7730,9134,10995,12612,14459,16018,19856,22304,25233,29155,32964,37575,40174,44550,52128,56989,59105,82165,89953,92839,98010,109069,112950,117749,124869,129654,132591,136779,143303
37,France,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,14,18,38,57,100,130,191,212,285,423,653,949,1209,1412,1784,2281,2876,3661,4499,5423,6633,7730,9134,10995,12612,14459,16018,19856,22304,25233,29155,32964,37575,40174,44550,52128,56989,59105,82165,89953,92839,98010,109069,112950,117749,124869,129654,132591,136779,143303
38,France,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,2,4,20,19,43,30,61,21,73,138,230,296,260,203,372,497,595,785,838,924,1210,1097,1404,1861,1617,1847,1559,3838,2448,2929,3922,3809,4611,2599,4376,7578,4861,2116,23060,7788,2886,5171,11059,3881,4799,7120,4785,2937,4188,6524
39,France,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,4,4,4,4,1,1,0,2,5,25,44,86,116,176,196,269,404,632,921,1178,1370,1739,2221,2803,3570,4396,5284,6473,6953,8268,9328,10575,12310,13144,16796,17923,20002,22511,25269,29561,30366,33599,39161,42022,41290,61650,66955,68578,71849,79404,80827,82333,86740,89431,91012,94094,98769
