,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30
0,USA,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,35,35,35,53,57,60,60,63,68,75,100,124,158,221,319,435,541,704,994,1301,1630,2183,2770,3613,4596,6344,9197,13779,19367,24192,33592,43781,54856,68211,85435,104126,123578,143491,163788
1,USA,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,35,35,35,53,57,60,60,63,68,75,100,124,158,221,319,435,541,704,994,1301,1630,2183,2770,3613,4596,6344,9197,13779,19367,24192,33592,43781,54856,68211,85435,104126,123578,143491,163788
2,USA,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,20,0,0,18,4,3,0,3,5,7,25,24,34,63,98,116,106,163,290,307,329,553,587,843,983,1748,2853,4582,5588,4825,9400,10189,11075,13355,17224,18691,19452,19913,20297
3,USA,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,10,29,29,28,48,51,54,54,57,60,65,85,106,138,200,289,401,504,663,949,1248,1581,2126,2664,3484,4434,6127,8940,13464,18965,23720,33000,42930,53697,66790,82272,99909,118127,136349,155141
4,USA,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,9,11,12,15,19,22,26,30,38,41,48,57,69,87,110,150,206,255,301,414,555,780,1027,1295,1695,2220,2583,3141
5,USA,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,9,11,12,15,19,22,26,30,38,41,48,57,69,87,110,150,206,255,301,414,555,780,1027,1295,1695,2220,2583,3141
6,USA,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,2,1,3,4,3,4,4,8,3,7,9,12,18,23,40,56,49,46,113,141,225,247,268,400,525,363,558
7,Italy,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,19,75,152,221,310,455,593,822,1049,1577,1835,2263,2706,3296,3916,5061,6387,7985,8514,10590,12839,14955,17750,20603,23073,26062,28710,33190,37860,42681,46638,50418,54030,57521,62013,66414,70065,73880,75528
8,Italy,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"""nan""","""nan""",50,50,60,87.5,84.6200000000000045474735088646411895751953125,80,27.4200000000000017053025658242404460906982421875,31.339999999999999857891452847979962825775146484375,36.71000000000000085265128291212022304534912109375,33.06000000000000227373675443232059478759765625,25.870000000000000994759830064140260219573974609375,33.0499999999999971578290569595992565155029296875,27.940000000000001278976924368180334568023681640625,26.3299999999999982946974341757595539093017578125,27.3599999999999994315658113919198513031005859375,28.35000000000000142108547152020037174224853515625,37.03999999999999914734871708787977695465087890625,39.00999999999999801048033987171947956085205078125,38.590000000000003410605131648480892181396484375,44.17999999999999971578290569595992565155029296875,44.67999999999999971578290569595992565155029296875,46.7999999999999971578290569595992565155029296875,42.2999999999999971578290569595992565155029296875,43.64999999999999857891452847979962825775146484375,43.97999999999999687361196265555918216705322265625,45.97999999999999687361196265555918216705322265625,42.52000000000000312638803734444081783294677734375,43.39999999999999857891452847979962825775146484375,44.00999999999999801048033987171947956085205078125,44.280000000000001136868377216160297393798828125,43.81000000000000227373675443232059478759765625,44.97999999999999687361196265555918216705322265625,45.030000000000001136868377216160297393798828125,44.49000000000000198951966012828052043914794921875,44.219999999999998863131622783839702606201171875,45.47999999999999687361196265555918216705322265625,44.72999999999999687361196265555918216705322265625,45.27000000000000312638803734444081783294677734375,44.219999999999998863131622783839702606201171875
9,Italy,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"""nan""","""nan""",50,50,40,12.5,15.3800000000000007815970093361102044582366943359375,20,72.5799999999999982946974341757595539093017578125,68.659999999999996589394868351519107818603515625,63.28999999999999914734871708787977695465087890625,66.93999999999999772626324556767940521240234375,74.1299999999999954525264911353588104248046875,66.9500000000000028421709430404007434844970703125,72.06000000000000227373675443232059478759765625,73.6700000000000017053025658242404460906982421875,72.6400000000000005684341886080801486968994140625,71.650000000000005684341886080801486968994140625,62.96000000000000085265128291212022304534912109375,60.99000000000000198951966012828052043914794921875,61.409999999999996589394868351519107818603515625,55.82000000000000028421709430404007434844970703125,55.32000000000000028421709430404007434844970703125,53.2000000000000028421709430404007434844970703125,57.7000000000000028421709430404007434844970703125,56.35000000000000142108547152020037174224853515625,56.02000000000000312638803734444081783294677734375,54.02000000000000312638803734444081783294677734375,57.47999999999999687361196265555918216705322265625,56.60000000000000142108547152020037174224853515625,55.99000000000000198951966012828052043914794921875,55.719999999999998863131622783839702606201171875,56.18999999999999772626324556767940521240234375,55.02000000000000312638803734444081783294677734375,54.969999999999998863131622783839702606201171875,55.50999999999999801048033987171947956085205078125,55.780000000000001136868377216160297393798828125,54.52000000000000312638803734444081783294677734375,55.27000000000000312638803734444081783294677734375,54.72999999999999687361196265555918216705322265625,55.780000000000001136868377216160297393798828125
10,Italy,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,21,79,157,229,323,470,655,889,1128,1701,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,15113,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,80589,86498,92472,97689,101739
11,Italy,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,21,79,157,229,323,470,655,889,1128,1701,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,15113,17660,21157,24747,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,80589,86498,92472,97689,101739
12,Italy,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,1,17,58,78,72,94,147,185,234,239,573,335,466,587,769,778,1247,1492,1797,977,2313,2651,2547,3497,3590,3233,3526,4207,5322,5986,6557,5560,4789,5249,5210,6203,5909,5974,5217,4050
13,Italy,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,19,75,152,221,310,455,593,822,1049,1577,1835,2263,2706,3296,3916,5061,6387,7985,8514,10590,12839,14955,17750,20603,23073,26062,28710,33190,37860,42681,46638,50418,54030,57521,62013,66414,70065,73880,75528
14,Italy,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,3,7,11,12,17,21,29,41,52,79,107,148,197,233,366,463,631,827,1016,1266,1441,1809,2158,2503,2978,3405,4032,4825,5476,6077,6820,7503,8215,9134,10023,10779,11591
15,Italy,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,3,7,11,12,17,21,29,41,52,79,107,148,197,233,366,463,631,827,1016,1266,1441,1809,2158,2503,2978,3405,4032,4825,5476,6077,6820,7503,8215,9134,10023,10779,11591
16,Italy,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,4,4,1,5,4,8,12,11,27,28,41,49,36,133,97,168,196,189,250,175,368,349,345,475,427,627,793,651,601,743,683,712,919,889,756,812
17,Italy,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,-1,1,1,42,1,4,33,66,11,116,138,109,66,33,102,280,41,213,181,527,369,414,192,1084,415,689,943,952,408,894,1036,999,589,1434,646,1590
18,Italy,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,1,17,58,78,72,94,147,185,234,239,573,335,466,587,769,778,1247,1492,1797,977,2313,2651,2547,3497,3590,3233,3526,4207,5322,5986,6557,5560,4789,5249,5210,6203,5909,5974,5217,4050
19,Spain,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,7,11,23,31,56,82,118,162,224,276,387,485,625,1169,1524,2039,2871,4906,5678,7177,9070,10265,13050,16139,18890,21990,24421,29470,35273,40501,46406,51224,54968,58598,63460
20,Spain,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3299999999999982946974341757595539093017578125,50,50,57.1400000000000005684341886080801486968994140625,25,34.68999999999999772626324556767940521240234375,48.3900000000000005684341886080801486968994140625,21.050000000000000710542735760100185871124267578125,23.1099999999999994315658113919198513031005859375,31.269999999999999573674358543939888477325439453125,40.7999999999999971578290569595992565155029296875,27.489999999999998436805981327779591083526611328125,36.25,39.219999999999998863131622783839702606201171875,34.1400000000000005684341886080801486968994140625,37.1099999999999994315658113919198513031005859375,42.88000000000000255795384873636066913604736328125,40.77000000000000312638803734444081783294677734375,39.3900000000000005684341886080801486968994140625,40.75999999999999801048033987171947956085205078125,40.78999999999999914734871708787977695465087890625,44.0799999999999982946974341757595539093017578125,40.46000000000000085265128291212022304534912109375,38.3599999999999994315658113919198513031005859375,35.4500000000000028421709430404007434844970703125,32.75,31.620000000000000994759830064140260219573974609375,31.5
21,Spain,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.6700000000000017053025658242404460906982421875,50,50,42.8599999999999994315658113919198513031005859375,75,65.31000000000000227373675443232059478759765625,51.6099999999999994315658113919198513031005859375,78.9500000000000028421709430404007434844970703125,76.8900000000000005684341886080801486968994140625,68.7300000000000039790393202565610408782958984375,59.2000000000000028421709430404007434844970703125,72.5100000000000051159076974727213382720947265625,63.75,60.780000000000001136868377216160297393798828125,65.8599999999999994315658113919198513031005859375,62.8900000000000005684341886080801486968994140625,57.11999999999999744204615126363933086395263671875,59.22999999999999687361196265555918216705322265625,60.6099999999999994315658113919198513031005859375,59.24000000000000198951966012828052043914794921875,59.21000000000000085265128291212022304534912109375,55.9200000000000017053025658242404460906982421875,59.53999999999999914734871708787977695465087890625,61.6400000000000005684341886080801486968994140625,64.5499999999999971578290569595992565155029296875,67.25,68.3799999999999954525264911353588104248046875,68.5
22,Spain,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,9,13,25,33,58,84,120,165,228,282,401,525,674,1231,1695,2277,3146,5232,6391,7988,9942,11826,14769,18077,21571,25496,28768,35136,42058,49515,57786,65719,73235,80110,87956
23,Spain,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,9,13,25,33,58,84,120,165,228,282,401,525,674,1231,1695,2277,3146,5232,6391,7988,9942,11826,14769,18077,21571,25496,28768,35136,42058,49515,57786,65719,73235,80110,87956
24,Spain,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,1,6,4,12,8,25,26,36,45,63,54,119,124,149,557,464,582,869,2086,1159,1597,1954,1884,2943,3308,3494,3925,3272,6368,6922,7457,8271,7933,7516,6875,7846
25,Spain,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,7,11,23,31,56,82,118,162,224,276,387,485,625,1169,1524,2039,2871,4906,5678,7177,9070,10265,13050,16139,18890,21990,24421,29470,35273,40501,46406,51224,54968,58598,63460
26,Spain,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,10,17,30,36,55,86,133,196,294,342,533,638,831,1093,1381,1772,2311,2991,3647,4365,5138,5982,6803,7716
27,Spain,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,10,17,30,36,55,86,133,196,294,342,533,638,831,1093,1381,1772,2311,2991,3647,4365,5138,5982,6803,7716
28,Spain,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,7,13,6,19,31,47,63,98,48,191,105,193,262,288,391,539,680,656,718,773,844,821,913
29,Spain,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,24,2,0,103,48,6,4,324,0,13,498,53,26,481,537,450,780,439,1573,1648,2342,2928,2424,2071
30,Spain,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,1,6,4,12,8,25,26,36,45,63,54,119,124,149,557,464,582,869,2086,1159,1597,1954,1884,2943,3308,3494,3925,3272,6368,6922,7457,8271,7933,7516,6875,7846
31,China,Current Active Cases (Linear),554,771,1208,1870,2613,4349,5739,7417,9308,11289,13748,16369,19383,22942,26302,28985,31774,33738,35982,37626,38791,51591,55748,56873,57416,57934,58016,57805,56301,54921,53284,52093,49824,47765,45600,43258,39919,37414,35129,32616,30004,27423,25353,23784,22179,20533,19016,17721,16136,14831,13524,12088,10733,9893,8967,8056,7263,6569,6013,5353,5120,4735,4287,3947,3460,3128,2691,2691,2161
32,China,Closed Cases - Death Rate,,,,,,,,,,,,43.17999999999999971578290569595992565155029296875,40.21000000000000085265128291212022304534912109375,35.46000000000000085265128291212022304534912109375,32.81000000000000227373675443232059478759765625,29.230000000000000426325641456060111522674560546875,26.050000000000000710542735760100185871124267578125,23.440000000000001278976924368180334568023681640625,21.67999999999999971578290569595992565155029296875,20.269999999999999573674358543939888477325439453125,18.989999999999998436805981327779591083526611328125,17.559999999999998721023075631819665431976318359375,17.030000000000001136868377216160297393798828125,15.8300000000000000710542735760100185871124267578125,15.019999999999999573674358543939888477325439453125,14.0299999999999993605115378159098327159881591796875,12.949999999999999289457264239899814128875732421875,12.230000000000000426325641456060111522674560546875,11.589999999999999857891452847979962825775146484375,10.8800000000000007815970093361102044582366943359375,10.1899999999999995026200849679298698902130126953125,9.8300000000000000710542735760100185871124267578125,9.4900000000000002131628207280300557613372802734375,8.910000000000000142108547152020037174224853515625,8.3599999999999994315658113919198513031005859375,7.79000000000000003552713678800500929355621337890625,7.1699999999999999289457264239899814128875732421875,6.78000000000000024868995751603506505489349365234375,6.4199999999999999289457264239899814128875732421875,6.13999999999999968025576890795491635799407958984375,5.87000000000000010658141036401502788066864013671875,5.63999999999999968025576890795491635799407958984375,5.46999999999999975131004248396493494510650634765625,5.36000000000000031974423109204508364200592041015625,5.25,5.1500000000000003552713678800500929355621337890625,5.04999999999999982236431605997495353221893310546875,4.980000000000000426325641456060111522674560546875,4.88999999999999968025576890795491635799407958984375,4.79999999999999982236431605997495353221893310546875,4.71999999999999975131004248396493494510650634765625,4.63999999999999968025576890795491635799407958984375,4.55999999999999960920149533194489777088165283203125,4.53000000000000024868995751603506505489349365234375,4.4900000000000002131628207280300557613372802734375,4.44000000000000039079850466805510222911834716796875,4.410000000000000142108547152020037174224853515625,4.37000000000000010658141036401502788066864013671875,4.339999999999999857891452847979962825775146484375,4.30999999999999960920149533194489777088165283203125,4.29999999999999982236431605997495353221893310546875,4.29000000000000003552713678800500929355621337890625,4.2599999999999997868371792719699442386627197265625,4.25,4.230000000000000426325641456060111522674560546875,4.20999999999999996447286321199499070644378662109375,4.19000000000000039079850466805510222911834716796875,4.19000000000000039079850466805510222911834716796875,4.160000000000000142108547152020037174224853515625
33,China,Closed Cases - Recovery Rate,,,,,,,,,,,,56.82000000000000028421709430404007434844970703125,59.78999999999999914734871708787977695465087890625,64.5400000000000062527760746888816356658935546875,67.18999999999999772626324556767940521240234375,70.7699999999999960209606797434389591217041015625,73.9500000000000028421709430404007434844970703125,76.56000000000000227373675443232059478759765625,78.31999999999999317878973670303821563720703125,79.7300000000000039790393202565610408782958984375,81.0100000000000051159076974727213382720947265625,82.43999999999999772626324556767940521240234375,82.969999999999998863131622783839702606201171875,84.1700000000000017053025658242404460906982421875,84.9800000000000039790393202565610408782958984375,85.969999999999998863131622783839702606201171875,87.0499999999999971578290569595992565155029296875,87.7699999999999960209606797434389591217041015625,88.409999999999996589394868351519107818603515625,89.1200000000000045474735088646411895751953125,89.81000000000000227373675443232059478759765625,90.1700000000000017053025658242404460906982421875,90.5100000000000051159076974727213382720947265625,91.090000000000003410605131648480892181396484375,91.6400000000000005684341886080801486968994140625,92.2099999999999937472239253111183643341064453125,92.8299999999999982946974341757595539093017578125,93.219999999999998863131622783839702606201171875,93.5799999999999982946974341757595539093017578125,93.8599999999999994315658113919198513031005859375,94.1299999999999954525264911353588104248046875,94.3599999999999994315658113919198513031005859375,94.530000000000001136868377216160297393798828125,94.6400000000000005684341886080801486968994140625,94.75,94.849999999999994315658113919198513031005859375,94.9500000000000028421709430404007434844970703125,95.0199999999999960209606797434389591217041015625,95.1099999999999994315658113919198513031005859375,95.2000000000000028421709430404007434844970703125,95.280000000000001136868377216160297393798828125,95.3599999999999994315658113919198513031005859375,95.43999999999999772626324556767940521240234375,95.469999999999998863131622783839702606201171875,95.5100000000000051159076974727213382720947265625,95.56000000000000227373675443232059478759765625,95.590000000000003410605131648480892181396484375,95.6299999999999954525264911353588104248046875,95.659999999999996589394868351519107818603515625,95.68999999999999772626324556767940521240234375,95.7000000000000028421709430404007434844970703125,95.7099999999999937472239253111183643341064453125,95.7399999999999948840923025272786617279052734375,95.75,95.7699999999999960209606797434389591217041015625,95.7900000000000062527760746888816356658935546875,95.81000000000000227373675443232059478759765625,95.81000000000000227373675443232059478759765625,95.840000000000003410605131648480892181396484375
34,China,Cumulative Confirmed (Logarithmic),571,830,1287,1975,2744,4515,5974,7711,9692,11791,14380,17205,20440,24324,28018,31161,34546,37198,40171,42638,44653,58761,63851,66492,68500,70548,72436,74185,74576,75465,76288,76936,77150,77658,78064,78497,78824,79251,79824,80026,80151,80270,80409,80552,80651,80695,80735,80754,80778,80793,80813,80824,80844,80860,80881,80894,80928,80967,81008,81054,81093,81171,81218,81285,81340,81394,81439,81439,81518
35,China,Cumulative Confirmed (Linear),571,830,1287,1975,2744,4515,5974,7711,9692,11791,14380,17205,20440,24324,28018,31161,34546,37198,40171,42638,44653,58761,63851,66492,68500,70548,72436,74185,74576,75465,76288,76936,77150,77658,78064,78497,78824,79251,79824,80026,80151,80270,80409,80552,80651,80695,80735,80754,80778,80793,80813,80824,80844,80860,80881,80894,80928,80967,81008,81054,81093,81171,81218,81285,81340,81394,81439,81439,81518
36,China,Daily New Active Cases,null,259,457,688,769,1771,1459,1737,1981,2099,2589,2825,3235,3884,3694,3143,3385,2652,2973,2467,2015,14108,5090,2641,2008,2048,1888,1749,391,889,823,648,214,508,406,433,327,427,573,202,125,119,139,143,99,44,40,19,24,15,20,11,20,16,21,13,34,39,41,46,39,78,47,67,55,54,45,0,79
37,China,Daily Current Active Cases,554,771,1208,1870,2613,4349,5739,7417,9308,11289,13748,16369,19383,22942,26302,28985,31774,33738,35982,37626,38791,51591,55748,56873,57416,57934,58016,57805,56301,54921,53284,52093,49824,47765,45600,43258,39919,37414,35129,32616,30004,27423,25353,23784,22179,20533,19016,17721,16136,14831,13524,12088,10733,9893,8967,8056,7263,6569,6013,5353,5120,4735,4287,3947,3460,3128,2691,2691,2161
38,China,Cumulative Deaths (Logarithmic),17,25,41,56,80,106,132,170,213,259,304,361,425,490,563,636,722,811,908,1016,1113,1259,1380,1523,1665,1770,1868,2004,2118,2236,2345,2442,2592,2663,2715,2744,2788,2835,2870,2912,2943,2981,3012,3042,3070,3097,3119,3136,3158,3169,3176,3189,3199,3213,3226,3237,3245,3248,3255,3261,3270,3277,3281,3287,3292,3295,3300,3300,3305
39,China,Cumulative Deaths (Linear),17,25,41,56,80,106,132,170,213,259,304,361,425,490,563,636,722,811,908,1016,1113,1259,1380,1523,1665,1770,1868,2004,2118,2236,2345,2442,2592,2663,2715,2744,2788,2835,2870,2912,2943,2981,3012,3042,3070,3097,3119,3136,3158,3169,3176,3189,3199,3213,3226,3237,3245,3248,3255,3261,3270,3277,3281,3287,3292,3295,3300,3300,3305
40,China,Daily New Deaths,0,8,16,15,24,26,26,38,43,46,45,57,64,65,73,73,86,89,97,108,97,146,121,143,142,105,98,136,114,118,109,97,150,71,52,29,44,47,35,42,31,38,31,30,28,27,22,17,22,11,7,13,10,14,13,11,8,3,7,6,9,7,4,6,5,3,5,0,5
41,China,Daily New Case & Recoveries - New Recoveries,0,34,4,11,2,9,43,21,47,72,85,147,157,260,261,387,510,599,632,715,753,1162,812,1373,1323,1425,1708,1824,1781,2151,2351,1742,2333,2496,2519,2746,3622,2885,2823,2673,2706,2662,2178,1682,1676,1663,1535,1297,1587,1309,1320,1434,1365,842,934,913,819,730,590,700,263,456,491,401,537,383,477,0,604
42,China,Daily New Case & Recoveries - New Cases,null,259,457,688,769,1771,1459,1737,1981,2099,2589,2825,3235,3884,3694,3143,3385,2652,2973,2467,2015,14108,5090,2641,2008,2048,1888,1749,391,889,823,648,214,508,406,433,327,427,573,202,125,119,139,143,99,44,40,19,24,15,20,11,20,16,21,13,34,39,41,46,39,78,47,67,55,54,45,0,79
43,Germany,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,13,13,9,7,7,3,2,2,2,2,3,11,32,58,63,114,149,187,246,528,652,782,1022,1204,1545,1938,2714,3621,4544,5754,7188,9274,12194,15161,19600,22071,24513,28480,29542,33570,37998,43862,48781,52683,52740
44,Germany,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10.71000000000000085265128291212022304534912109375,19.35000000000000142108547152020037174224853515625,14.8100000000000004973799150320701301097869873046875,16.3599999999999994315658113919198513031005859375,22.030000000000001136868377216160297393798828125,20.239999999999998436805981327779591083526611328125,27.96000000000000085265128291212022304534912109375,21.050000000000000710542735760100185871124267578125,27.6700000000000017053025658242404460906982421875,27.4200000000000017053025658242404460906982421875,28.6700000000000017053025658242404460906982421875,26.1099999999999994315658113919198513031005859375,21.35000000000000142108547152020037174224853515625,4.61000000000000031974423109204508364200592041015625,5.4900000000000002131628207280300557613372802734375,4.4900000000000002131628207280300557613372802734375,5.0099999999999997868371792719699442386627197265625,4.86000000000000031974423109204508364200592041015625,5.54999999999999982236431605997495353221893310546875,4.55999999999999960920149533194489777088165283203125
45,Germany,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,89.2900000000000062527760746888816356658935546875,80.650000000000005684341886080801486968994140625,85.18999999999999772626324556767940521240234375,83.6400000000000005684341886080801486968994140625,77.969999999999998863131622783839702606201171875,79.7600000000000051159076974727213382720947265625,72.0400000000000062527760746888816356658935546875,78.9500000000000028421709430404007434844970703125,72.3299999999999982946974341757595539093017578125,72.5799999999999982946974341757595539093017578125,71.3299999999999982946974341757595539093017578125,73.8900000000000005684341886080801486968994140625,78.650000000000005684341886080801486968994140625,95.3900000000000005684341886080801486968994140625,94.5100000000000051159076974727213382720947265625,95.5100000000000051159076974727213382720947265625,94.9899999999999948840923025272786617279052734375,95.1400000000000005684341886080801486968994140625,94.4500000000000028421709430404007434844970703125,95.43999999999999772626324556767940521240234375
46,Germany,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,18,26,48,74,79,130,165,203,262,545,670,800,1040,1224,1565,1966,2745,3675,4599,5813,7272,9367,12327,15320,19848,22364,24873,29056,32991,37323,43938,50871,57695,62435,66885
47,Germany,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,18,26,48,74,79,130,165,203,262,545,670,800,1040,1224,1565,1966,2745,3675,4599,5813,7272,9367,12327,15320,19848,22364,24873,29056,32991,37323,43938,50871,57695,62435,66885
48,Germany,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,2,8,22,26,5,51,35,38,59,283,125,130,240,184,341,401,779,930,924,1214,1459,2095,2960,2993,4528,2516,2509,4183,3935,4332,6615,6933,6824,4740,4450
49,Germany,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,13,13,9,7,7,3,2,2,2,2,3,11,32,58,63,114,149,187,246,528,652,782,1022,1204,1545,1938,2714,3621,4544,5754,7188,9274,12194,15161,19600,22071,24513,28480,29542,33570,37998,43862,48781,52683,52740
50,Germany,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,8,9,13,17,26,28,44,68,84,94,123,159,206,267,351,433,541,645
51,Germany,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,8,9,13,17,26,28,44,68,84,94,123,159,206,267,351,433,541,645
52,Germany,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,1,4,4,9,2,16,24,16,10,29,36,47,61,84,82,108,104
53,Germany,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,0,21,0,0,21,0,38,10,65,29,57,187,2837,257,2126,985,1823,730,4289
54,Germany,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,2,8,22,26,5,51,35,38,59,283,125,130,240,184,341,401,779,930,924,1214,1459,2095,2960,2993,4528,2516,2509,4183,3935,4332,6615,6933,6824,4740,4450
55,France,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,4,4,4,4,1,1,0,2,5,25,44,86,116,176,196,269,404,632,921,1178,1370,1739,2221,2803,3570,4396,5284,6473,6953,8268,9328,10575,12310,13144,16796,17923,20002,22511,25269,29561,30366,33599
