,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30
249,Ireland,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3299999999999982946974341757595539093017578125,71.43000000000000682121026329696178436279296875,71.43000000000000682121026329696178436279296875,71.43000000000000682121026329696178436279296875,62.5,62.5,62.5,55.56000000000000227373675443232059478759765625,45.4500000000000028421709430404007434844970703125,41.6700000000000017053025658242404460906982421875,35.71000000000000085265128291212022304534912109375,20.8299999999999982946974341757595539093017578125,18.519999999999999573674358543939888477325439453125,12.199999999999999289457264239899814128875732421875,9.800000000000000710542735760100185871124267578125,8.4700000000000006394884621840901672840118408203125
250,Ireland,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,13,18,19,21,24,34,43,70,90,129,170,223,292,366,557,683,785,906,1125,1329,1564,1819,2121,2415,2615,2910
251,Ireland,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,13,18,19,21,24,34,43,70,90,129,170,223,292,366,557,683,785,906,1125,1329,1564,1819,2121,2415,2615,2910
252,Ireland,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,4,7,5,1,2,3,10,9,27,20,39,41,53,69,74,191,126,102,121,219,204,235,255,302,294,200,295
253,Ireland,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,13,18,19,21,24,34,42,69,89,127,167,216,285,359,549,675,777,897,1114,1317,1550,1795,2094,2374,2564,2851
254,Ireland,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,6,7,9,19,22,36,46,54
255,Ireland,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,6,7,9,19,22,36,46,54
256,Ireland,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,2,10,3,14,10,8
257,Ireland,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Ireland,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,4,7,5,1,2,3,10,9,27,20,39,41,53,69,74,191,126,102,121,219,204,235,255,302,294,200,295
259,Denmark,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,10,14,18,20,26,34,89,261,513,673,803,834,861,909,972,1052,1144,1245,1312,1381,1435,1558,1689,1835,1993,2135,2322,2499
260,Denmark,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,0,0,0,0,0,0,0,0,50,66.6700000000000017053025658242404460906982421875,80,80,80,85.7099999999999937472239253111183643341064453125,90,92.8599999999999994315658113919198513031005859375,92.8599999999999994315658113919198513031005859375,96,96.969999999999998863131622783839702606201171875,97.1400000000000005684341886080801486968994140625,97.6200000000000045474735088646411895751953125,98.1099999999999994315658113919198513031005859375,98.4800000000000039790393202565610408782958984375,98.6299999999999954525264911353588104248046875,98.719999999999998863131622783839702606201171875
261,Denmark,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,50,33.3299999999999982946974341757595539093017578125,20,20,20,14.28999999999999914734871708787977695465087890625,10,7.13999999999999968025576890795491635799407958984375,7.13999999999999968025576890795491635799407958984375,4,3.029999999999999804600747665972448885440826416015625,2.859999999999999875655021241982467472553253173828125,2.37999999999999989341858963598497211933135986328125,1.8899999999999999023003738329862244427204132080078125,1.520000000000000017763568394002504646778106689453125,1.37000000000000010658141036401502788066864013671875,1.2800000000000000266453525910037569701671600341796875
262,Denmark,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,10,14,19,21,27,35,90,262,514,674,804,836,864,914,977,1057,1151,1255,1326,1395,1460,1591,1724,1877,2046,2201,2395,2577
263,Denmark,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,10,14,19,21,27,35,90,262,514,674,804,836,864,914,977,1057,1151,1255,1326,1395,1460,1591,1724,1877,2046,2201,2395,2577
264,Denmark,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,1,1,1,0,6,4,5,2,6,8,55,172,252,160,130,32,28,50,63,80,94,104,71,69,65,131,133,153,169,155,194,182
265,Denmark,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,10,14,18,20,26,34,89,261,513,673,803,834,861,909,972,1052,1144,1245,1312,1381,1435,1558,1689,1835,1993,2135,2322,2499
266,Denmark,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,6,9,13,13,24,32,34,41,52,65,72,77
267,Denmark,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,6,9,13,13,24,32,34,41,52,65,72,77
268,Denmark,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,3,4,0,11,8,2,7,11,13,7,5
269,Denmark,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Denmark,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,1,1,1,0,6,4,5,2,6,8,55,172,252,160,130,32,28,50,63,80,94,104,71,69,65,131,133,153,169,155,194,182
271,Malaysia,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,15,14,13,11,7,5,5,5,4,5,2,2,2,5,5,7,7,14,28,33,60,70,75,93,42,123,132,165,203,386,524,622,728,823,940,1061,1157,1345,1425,1577,1793,1876,1973,2047,2110
272,Malaysia,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9199999999999999289457264239899814128875732421875,3.229999999999999982236431605997495353221893310546875,2.600000000000000088817841970012523233890533447265625,3.3300000000000000710542735760100185871124267578125,6.55999999999999960920149533194489777088165283203125,6.70999999999999996447286321199499070644378662109375,8.089999999999999857891452847979962825775146484375,8.03999999999999914734871708787977695465087890625,9.1300000000000007815970093361102044582366943359375,9.660000000000000142108547152020037174224853515625,9.1199999999999992184029906638897955417633056640625,7.78000000000000024868995751603506505489349365234375,8.269999999999999573674358543939888477325439453125,7.1699999999999999289457264239899814128875732421875
273,Malaysia,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.0799999999999982946974341757595539093017578125,96.7699999999999960209606797434389591217041015625,97.400000000000005684341886080801486968994140625,96.6700000000000017053025658242404460906982421875,93.43999999999999772626324556767940521240234375,93.2900000000000062527760746888816356658935546875,91.909999999999996589394868351519107818603515625,91.9599999999999937472239253111183643341064453125,90.8700000000000045474735088646411895751953125,90.340000000000003410605131648480892181396484375,90.8799999999999954525264911353588104248046875,92.219999999999998863131622783839702606201171875,91.7300000000000039790393202565610408782958984375,92.8299999999999982946974341757595539093017578125
274,Malaysia,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,22,22,22,22,22,22,22,22,22,22,22,22,22,25,25,29,29,36,50,55,83,93,99,117,129,149,158,197,238,428,566,673,790,900,1030,1183,1306,1518,1624,1796,2031,2161,2320,2470,2626
275,Malaysia,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,22,22,22,22,22,22,22,22,22,22,22,22,22,25,25,29,29,36,50,55,83,93,99,117,129,149,158,197,238,428,566,673,790,900,1030,1183,1306,1518,1624,1796,2031,2161,2320,2470,2626
276,Malaysia,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,14,5,28,10,6,18,12,20,9,39,41,190,138,107,117,110,130,153,123,212,106,172,235,130,159,150,156
277,Malaysia,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,15,14,13,11,7,5,5,5,4,5,2,2,2,5,5,7,7,14,28,33,60,70,75,93,42,123,132,165,203,386,524,622,728,823,940,1061,1157,1345,1425,1577,1793,1876,1973,2047,2110
278,Malaysia,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,8,10,14,16,20,23,26,27,35,37
279,Malaysia,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,8,10,14,16,20,23,26,27,35,37
280,Malaysia,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,2,4,2,4,3,3,1,8,2
281,Malaysia,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,4,2,0,0,1,-1,3,0,0,0,0,2,0,0,0,0,1,0,1,0,63,-61,0,6,3,7,0,7,11,15,12,27,25,20,24,16,16,44,61,68,91
282,Malaysia,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,14,5,28,10,6,18,12,20,9,39,41,190,138,107,117,110,130,153,123,212,106,172,235,130,159,150,156
283,Poland,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,11,17,22,31,50,66,88,109,160,220,269,337,407,518,614,728,890,1030,1198,1366,1613,1833,2017
284,Poland,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,18.75,18.75,23.530000000000001136868377216160297393798828125,27.780000000000001136868377216160297393798828125,27.780000000000001136868377216160297393798828125,27.780000000000001136868377216160297393798828125,27.780000000000001136868377216160297393798828125,27.780000000000001136868377216160297393798828125,35,38.10000000000000142108547152020037174224853515625,90.909999999999996589394868351519107818603515625,66.6700000000000017053025658242404460906982421875,69.56999999999999317878973670303821563720703125,69.56999999999999317878973670303821563720703125,72,75.8599999999999994315658113919198513031005859375,81.5799999999999982946974341757595539093017578125
285,Poland,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,81.25,76.469999999999998863131622783839702606201171875,72.219999999999998863131622783839702606201171875,72.219999999999998863131622783839702606201171875,72.219999999999998863131622783839702606201171875,72.219999999999998863131622783839702606201171875,72.219999999999998863131622783839702606201171875,65,61.89999999999999857891452847979962825775146484375,9.089999999999999857891452847979962825775146484375,33.3299999999999982946974341757595539093017578125,30.42999999999999971578290569595992565155029296875,30.42999999999999971578290569595992565155029296875,28,24.1400000000000005684341886080801486968994140625,18.4200000000000017053025658242404460906982421875
286,Poland,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,11,17,22,31,51,68,104,125,177,238,287,355,425,536,634,749,901,1051,1221,1389,1638,1862,2055
287,Poland,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,11,17,22,31,51,68,104,125,177,238,287,355,425,536,634,749,901,1051,1221,1389,1638,1862,2055
288,Poland,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,4,1,5,6,5,9,20,17,36,21,52,61,49,68,70,111,98,115,152,150,170,168,249,224,193
289,Poland,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,11,17,22,31,50,66,88,109,160,220,269,337,407,518,614,728,890,1030,1198,1366,1613,1833,2017
290,Poland,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,5,5,5,5,7,8,10,14,16,16,18,22,31
291,Poland,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,5,5,5,5,5,7,8,10,14,16,16,18,22,31
292,Poland,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,2,4,2,0,2,4,9
293,Poland,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,-12,6,0,0,0,0,0
294,Poland,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,4,1,5,6,5,9,20,17,36,21,52,61,49,68,70,111,98,115,152,150,170,168,249,224,193
295,Philippines,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,21,30,45,45,57,101,126,127,169,178,192,204,275,340,411,497,572,634,718,972,1305,1426
296,Philippines,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,50,71.43000000000000682121026329696178436279296875,71.43000000000000682121026329696178436279296875,80,85.7099999999999937472239253111183643341064453125,80,77.780000000000001136868377216160297393798828125,70.8299999999999982946974341757595539093017578125,68,69.2300000000000039790393202565610408782958984375,59.38000000000000255795384873636066913604736328125,62.5,64.7099999999999937472239253111183643341064453125,63.6400000000000005684341886080801486968994140625,59.38000000000000255795384873636066913604736328125,61.6400000000000005684341886080801486968994140625,63.530000000000001136868377216160297393798828125,66.0199999999999960209606797434389591217041015625,62.8299999999999982946974341757595539093017578125,65
297,Philippines,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,50,28.57000000000000028421709430404007434844970703125,28.57000000000000028421709430404007434844970703125,20,14.28999999999999914734871708787977695465087890625,20,22.219999999999998863131622783839702606201171875,29.1700000000000017053025658242404460906982421875,32,30.769999999999999573674358543939888477325439453125,40.63000000000000255795384873636066913604736328125,37.5,35.28999999999999914734871708787977695465087890625,36.3599999999999994315658113919198513031005859375,40.63000000000000255795384873636066913604736328125,38.3599999999999994315658113919198513031005859375,36.469999999999998863131622783839702606201171875,33.97999999999999687361196265555918216705322265625,37.1700000000000017053025658242404460906982421875,35
298,Philippines,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,10,24,33,49,52,64,111,140,142,187,202,217,230,307,380,462,552,636,707,803,1075,1418,1546
299,Philippines,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,10,24,33,49,52,64,111,140,142,187,202,217,230,307,380,462,552,636,707,803,1075,1418,1546
300,Philippines,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,14,9,16,3,12,47,29,2,45,15,15,13,77,73,82,90,84,71,96,272,343,128
301,Philippines,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,21,30,45,45,57,101,126,127,169,178,192,204,275,340,411,497,572,634,718,972,1305,1426
302,Philippines,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,8,12,12,14,17,17,18,19,25,33,35,38,45,54,68,71,78
303,Philippines,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,8,12,12,14,17,17,18,19,25,33,35,38,45,54,68,71,78
304,Philippines,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,4,0,2,3,0,1,1,6,8,2,3,7,9,14,3,7
305,Philippines,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,5,2,3,2,6,2,3,4,7,0
306,Philippines,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,14,9,16,3,12,47,29,2,45,15,15,13,77,73,82,90,84,71,96,272,343,128
307,Indonesia,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,25,31,30,60,83,104,121,156,197,269,320,392,437,500,601,701,780,913,994,1107,1217
308,Indonesia,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,33.3299999999999982946974341757595539093017578125,25,44.43999999999999772626324556767940521240234375,38.46000000000000085265128291212022304534912109375,38.46000000000000085265128291212022304534912109375,38.46000000000000085265128291212022304534912109375,43.75,63.3299999999999982946974341757595539093017578125,62.5,65.31000000000000227373675443232059478759765625,65.5199999999999960209606797434389591217041015625,62.340000000000003410605131648480892181396484375,62.030000000000001136868377216160297393798828125,64.7099999999999937472239253111183643341064453125,65.1700000000000017053025658242404460906982421875,69.030000000000001136868377216160297393798828125,65.409999999999996589394868351519107818603515625,63.35000000000000142108547152020037174224853515625,64.0400000000000062527760746888816356658935546875,61.92999999999999971578290569595992565155029296875
309,Indonesia,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66.6700000000000017053025658242404460906982421875,75,55.56000000000000227373675443232059478759765625,61.53999999999999914734871708787977695465087890625,61.53999999999999914734871708787977695465087890625,61.53999999999999914734871708787977695465087890625,56.25,36.6700000000000017053025658242404460906982421875,37.5,34.68999999999999772626324556767940521240234375,34.47999999999999687361196265555918216705322265625,37.659999999999996589394868351519107818603515625,37.969999999999998863131622783839702606201171875,35.28999999999999914734871708787977695465087890625,34.8299999999999982946974341757595539093017578125,30.969999999999998863131622783839702606201171875,34.590000000000003410605131648480892181396484375,36.64999999999999857891452847979962825775146484375,35.96000000000000085265128291212022304534912109375,38.07000000000000028421709430404007434844970703125
310,Indonesia,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,27,34,34,69,96,117,134,172,227,309,369,450,514,579,686,790,893,1046,1155,1285,1414
311,Indonesia,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,27,34,34,69,96,117,134,172,227,309,369,450,514,579,686,790,893,1046,1155,1285,1414
312,Indonesia,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,2,0,2,13,8,7,0,35,27,21,17,38,55,82,60,81,64,65,107,104,103,153,109,130,129
313,Indonesia,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,6,19,25,31,30,60,83,104,121,156,197,269,320,392,437,500,601,701,780,913,994,1107,1217
314,Indonesia,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,5,7,19,25,32,38,48,49,55,58,78,87,102,114,122
315,Indonesia,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,5,7,19,25,32,38,48,49,55,58,78,87,102,114,122
316,Indonesia,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,12,6,7,6,10,1,6,3,20,9,15,12,8
317,Indonesia,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,1,2,4,2,3,9,1,0,1,4,11,13,5,11
318,Indonesia,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,2,0,2,13,8,7,0,35,27,21,17,38,55,82,60,81,64,65,107,104,103,153,109,130,129
319,India,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,27,28,31,37,43,58,58,69,70,88,99,114,126,152,170,221,304,365,455,486,602,662,794,879,902,1117
