,GCM,var,scenario,from_year,to_year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Country,Invalid country code. Three letters are required
2532,ingv_echam4,tas,a2,2020.0,2039.0,22.829293387285713,23.742087227957143,25.37231445312857,26.067081996371428,25.643711635028573,24.890258789042853,25.23781476701429,26.16029139928572,26.166791643428567,24.991860525942855,24.118307931057142,23.266339983271433, Guatemala,
2533,inmcm3_0,tas,a2,2020.0,2039.0,22.98308454241429,23.228663853228568,24.25876726421428,25.75334385462857,27.0674482073,27.910016741085716,28.06425694057143,27.648154122471425,27.01168387277143,26.08658708842857,24.81335885182857,23.647822788785714, Guatemala,
2534,inmcm3_0,tas,b1,2020.0,2039.0,22.724761962900004,22.853493826728567,23.76616995674285,25.62159946987143,26.91454642158572,28.029126848514284,27.877022879471436,27.69464111328572,26.89000592912857,25.993050711514282,24.531380789642853,23.30415562222857, Guatemala,
2535,ipsl_cm4,tas,a2,2020.0,2039.0,22.12404523575714,22.775360107414283,25.28327723912857,28.02455793108572,29.918361118885713,29.8464617048,29.12145996094285,29.377049037400003,29.380571637814285,28.50823974608571,26.05115182061429,23.079886300228573, Guatemala,
2536,ipsl_cm4,tas,b1,2020.0,2039.0,22.106022426057137,22.964494977685717,25.242257254457144,27.99492536271429,29.97352818081428,29.798117501400004,29.00523594447143,29.28226143971429,29.19282749722857,28.49285016741428,26.2402910505,23.0259312221, Guatemala,
2537,miroc3_2_medres,tas,a2,2020.0,2039.0,23.51871163505714,25.0190952846,27.810145786814285,30.928288051057145,32.126883370542856,31.55873325891429,31.45491245812857,31.20127650668571,30.15988159181429,27.694671630857147,25.1240626744,23.83101545062857, Guatemala,
2538,miroc3_2_medres,tas,b1,2020.0,2039.0,23.03986467632857,24.944052560014292,27.24376133511429,30.32557896202857,31.49808611188572,30.766457693928576,31.177607945028573,31.01440865652857,29.623722621357146,26.96932547432857,24.580963134771427,23.551343645385717, Guatemala,
2539,miub_echo_g,tas,a2,2020.0,2039.0,25.21567208425714,25.614576067257143,26.99634660994285,27.91137259347143,27.114427839,26.246398925785712,25.963753836485715,25.7109462193,25.669878278471426,25.599722726,25.21166556222857,24.906598772314286, Guatemala,
2540,miub_echo_g,tas,b1,2020.0,2039.0,24.91017804828571,25.54806518554286,27.450496128614287,27.64743913924286,26.625963483528572,26.17288208007143,25.845990862171426,25.586944580071425,25.533399309414285,25.39903913222857,24.94567871092857,24.778503417971425, Guatemala,
2541,mpi_echam5,tas,a2,2020.0,2039.0,23.601300920742855,24.95074462891429,26.98249598912857,28.37335641042857,27.55211530412857,27.05744280134286,27.451028006399998,27.69395228795714,26.88725498744285,25.11380004882857,23.627066476000003,23.109649658200002, Guatemala,
2542,mpi_echam5,tas,b1,2020.0,2039.0,23.38358851841428,24.65546090262857,26.332423618871427,27.571576799671426,27.49870518272857,26.57849557058572,26.972385951457138,27.42898123604286,26.707885742185717,24.80826677594285,23.183820452,23.034663609099997, Guatemala,
2543,mri_cgcm2_3_2a,tas,a2,2020.0,2039.0,23.447832380028572,24.39695521762857,26.39770071847143,28.484056745242857,26.99883161274286,26.585745675228573,27.18805367607143,26.89770071847143,25.925262451185713,25.54748971122857,24.76331874301429,23.593518938314286, Guatemala,
2544,mri_cgcm2_3_2a,tas,b1,2020.0,2039.0,23.68647984094285,24.64113943917143,27.094090053000002,28.08928135462857,27.108529227114282,26.587768554685717,27.65860421317143,27.119310651514287,25.982356480185707,25.48699079241429,24.844190325057145,23.67023577007143, Guatemala,
2545,ukmo_hadcm3,tas,a2,2020.0,2039.0,24.53077915737143,25.661895751942854,27.532283238,29.570517403742862,29.68119158061429,29.344373430514285,29.933044433600003,30.277295793785715,29.907135009757138,28.042458670471426,26.5503452846,25.18016270228572, Guatemala,
2546,ukmo_hadcm3,tas,b1,2020.0,2039.0,24.44563075472857,25.6539742606,27.098013741642863,29.080174037385717,29.577885219000002,29.00426374162857,29.800519670757147,30.0704999651,29.764351981042854,28.02476719448571,26.613965715671434,25.106689453114285, Guatemala,
2547,ukmo_hadgem1,tas,a2,2020.0,2039.0,22.61846051897143,23.337511335100004,24.59824916297143,26.390642438614286,27.031703404014287,26.05633980887143,26.304290771457143,26.922193254742854,26.812656947557144,25.61330740791429,24.147168840685712,22.805241176071423, Guatemala,
2548,bccr_bcm2_0,tas,a2,2020.0,2039.0,5.97543335,5.718383789,6.672515869,8.782684326,11.72439575,15.88778687,17.91693115,17.41329956,14.59481812,10.89633179,7.953826904,6.715332031, Guernsey,
